桩号(km),左高程(mm),右高程(mm),速度(m/s)
2.47510,28.59,,13.24
2.47520,28.36,,13.41
2.47530,28.37,,13.49
2.47540,28.05,,13.69
2.47550,26.39,,13.80
2.47560,23.99,,13.69
2.47570,22.45,,13.72
2.47580,22.04,,13.46
2.47590,21.72,,13.34
2.47600,21.31,,13.09
2.47610,20.54,,13.27
2.47620,19.90,,13.41
2.47630,19.66,,13.69
2.47640,19.86,,13.88
2.47650,20.15,,14.01
2.47660,19.97,,13.88
2.47670,19.40,,13.77
2.47680,19.02,,13.64
2.47690,18.93,,13.39
2.47700,18.70,,13.41
2.47710,18.58,,13.39
2.47720,18.29,,13.56
2.47730,18.14,,13.56
2.47740,18.31,,13.77
2.47750,18.61,,13.64
2.47760,18.85,,13.54
2.47770,18.96,,13.56
2.47780,19.44,,13.24
2.47790,19.81,,13.41
2.47800,19.68,,13.54
2.47810,19.76,,13.56
2.47820,19.84,,13.88
2.47830,19.99,,13.85
2.47840,19.85,,13.72
2.47850,19.36,,13.85
2.47860,19.49,,13.56
2.47870,20.27,,13.54
2.47880,20.75,,13.49
2.47890,20.36,,13.46
2.47900,20.71,,13.72
2.47910,20.75,,13.69
2.47920,20.84,,13.80
2.47930,20.49,,13.80
2.47940,20.69,,13.77
2.47950,20.64,,13.64
2.47960,20.28,,13.54
2.47970,21.11,,13.41
2.47980,22.28,,13.39
2.47990,23.42,,13.41
2.48000,24.04,,13.69
2.48010,24.33,,14.04
2.48020,24.11,,13.96
2.48030,23.78,,13.93
2.48040,24.16,,13.64
2.48050,24.92,,13.46
2.48060,25.46,,13.41
2.48070,25.68,,13.54
2.48080,25.99,,13.41
2.48090,26.01,,13.61
2.48100,26.69,,13.64
2.48110,27.82,,13.69
2.48120,28.40,,13.88
2.48130,29.16,,14.12
2.48140,29.40,,13.93
2.48150,29.94,,13.88
2.48160,30.14,,13.54
2.48170,30.62,,13.56
2.48180,31.17,,13.46
2.48190,31.99,,13.64
2.48200,32.46,,13.69
2.48210,32.87,,13.88
2.48220,33.36,,13.72
2.48230,34.33,,13.61
2.48240,34.98,,13.64
2.48250,35.59,,13.69
2.48260,36.19,,13.64
2.48270,36.85,,13.61
2.48280,37.38,,13.56
2.48290,37.92,,13.61
2.48300,38.40,,13.80
2.48310,39.07,,13.77
2.48320,39.54,,13.88
2.48330,39.80,,13.80
2.48340,40.06,,13.85
2.48350,40.45,,13.80
2.48360,40.73,,13.93
2.48370,41.27,,13.88
2.48380,41.60,,13.85
2.48390,41.86,,13.72
2.48400,42.29,,13.69
2.48410,42.67,,13.64
2.48420,43.17,,13.69
2.48430,43.57,,13.64
2.48440,44.10,,13.72
2.48450,44.52,,13.85
2.48460,44.93,,13.72
2.48470,45.33,,13.85
2.48480,46.05,,13.88
2.48490,46.85,,13.85
2.48500,47.65,,13.72
2.48510,48.21,,13.69
2.48520,48.86,,13.72
2.48530,49.35,,13.88
2.48540,49.84,,13.85
2.48550,50.58,,13.88
2.48560,51.43,,13.69
2.48570,51.81,,13.88
2.48580,52.48,,13.85
2.48590,53.06,,13.72
2.48600,53.55,,13.69
2.48610,54.09,,13.72
2.48620,54.51,,13.85
2.48630,54.70,,13.88
2.48640,55.13,,14.04
2.48650,55.49,,13.85
2.48660,55.69,,13.88
2.48670,55.84,,13.85
2.48680,55.73,,13.88
2.48690,55.76,,13.85
2.48700,55.92,,13.72
2.48710,56.47,,13.69
2.48720,56.83,,13.72
2.48730,57.30,,13.72
2.48740,57.59,,13.85
2.48750,57.61,,14.04
2.48760,58.06,,13.85
2.48770,58.42,,13.88
2.48780,58.74,,13.77
2.48790,59.43,,13.80
2.48800,60.00,,13.77
2.48810,60.62,,13.96
2.48820,61.08,,13.85
2.48830,61.48,,13.88
2.48840,62.13,,13.88
2.48850,62.76,,13.85
2.48860,63.53,,13.88
2.48870,63.93,,13.85
2.48880,64.66,,13.88
2.48890,65.60,,13.85
2.48900,66.47,,13.88
2.48910,67.27,,13.85
2.48920,67.92,,13.96
2.48930,68.68,,13.96
2.48940,69.31,,14.01
2.48950,69.88,,13.88
2.48960,70.47,,13.77
2.48970,71.37,,13.80
2.48980,72.23,,13.85
2.48990,72.80,,13.88
2.49000,73.37,,13.85
2.49010,73.95,,13.88
2.49020,74.43,,13.93
2.49030,75.00,,13.88
2.49040,75.75,,13.80
2.49050,76.32,,13.85
2.49060,76.94,,13.88
2.49070,77.28,,13.85
2.49080,77.65,,14.04
2.49090,78.26,,14.01
2.49100,79.04,,14.04
2.49110,79.80,,13.85
2.49120,80.24,,14.04
2.49130,80.53,,13.88
2.49140,80.75,,13.93
2.49150,81.18,,13.96
2.49160,81.64,,13.85
2.49170,82.10,,14.04
2.49180,82.60,,13.85
2.49190,82.94,,14.04
2.49200,83.47,,13.93
2.49210,83.88,,13.88
2.49220,84.42,,13.93
2.49230,84.76,,13.88
2.49240,85.07,,13.88
2.49250,85.18,,14.01
2.49260,85.54,,14.04
2.49270,86.04,,14.01
2.49280,86.89,,14.04
2.49290,87.40,,13.93
2.49300,87.86,,13.88
2.49310,88.24,,13.93
2.49320,88.39,,13.88
2.49330,88.74,,14.04
2.49340,89.08,,14.01
2.49350,89.42,,14.04
2.49360,89.80,,14.01
2.49370,90.15,,14.20
2.49380,90.37,,14.01
2.49390,90.51,,14.04
2.49400,90.84,,14.01
2.49410,91.30,,14.04
2.49420,91.41,,14.01
2.49430,91.47,,13.88
2.49440,91.71,,13.96
2.49450,91.88,,13.93
2.49460,91.78,,14.04
2.49470,92.40,,14.01
2.49480,92.60,,13.88
2.49490,92.46,,14.01
2.49500,92.36,,14.04
2.49510,91.86,,13.85
2.49520,92.06,,14.04
2.49530,92.53,,14.20
2.49540,92.33,,14.18
2.49550,91.87,,14.20
2.49560,91.44,,14.35
2.49570,91.04,,14.20
2.49580,90.86,,14.01
2.49590,90.52,,14.04
2.49600,90.46,,13.85
2.49610,90.48,,13.88
2.49620,90.30,,13.85
2.49630,90.10,,13.88
2.49640,89.98,,14.04
2.49650,89.88,,14.01
2.49660,89.83,,14.29
2.49670,89.57,,14.18
2.49680,89.16,,13.96
2.49690,88.88,,14.01
2.49700,88.33,,14.04
2.49710,87.92,,14.18
2.49720,87.71,,14.04
2.49730,87.49,,14.12
2.49740,87.41,,14.18
2.49750,86.85,,14.12
2.49760,86.49,,14.18
2.49770,85.96,,14.12
2.49780,85.56,,14.10
2.49790,84.91,,14.04
2.49800,84.27,,14.18
2.49810,83.49,,14.04
2.49820,82.69,,14.18
2.49830,81.95,,14.12
2.49840,81.58,,14.12
2.49850,81.17,,14.18
2.49860,80.66,,14.04
2.49870,79.75,,14.18
2.49880,78.99,,14.20
2.49890,78.15,,14.18
2.49900,77.45,,14.12
2.49910,76.75,,14.10
2.49920,76.32,,14.20
2.49930,75.65,,14.12
2.49940,75.13,,14.10
2.49950,74.36,,14.04
2.49960,73.80,,14.18
2.49970,73.25,,14.04
2.49980,72.29,,14.18
2.49990,71.48,,14.12
2.50000,70.42,,14.27
2.50010,69.55,,14.20
2.50020,68.69,,14.27
2.50030,67.98,,14.29
2.50040,67.27,,14.20
2.50050,66.82,,14.35
2.50060,66.32,,14.20
2.50070,65.70,,14.01
2.50080,64.68,,14.20
2.50090,63.83,,14.27
2.50100,63.34,,14.12
2.50110,62.70,,14.35
2.50120,61.93,,14.20
2.50130,61.17,,14.04
2.50140,60.29,,14.18
2.50150,59.37,,14.20
2.50160,58.68,,14.18
2.50170,57.93,,14.20
2.50180,57.24,,14.18
2.50190,56.65,,14.20
2.50200,56.05,,14.27
2.50210,55.49,,14.29
2.50220,55.15,,14.18
2.50230,54.48,,14.20
2.50240,53.62,,14.12
2.50250,52.84,,14.27
2.50260,52.18,,14.20
2.50270,51.32,,14.27
2.50280,50.45,,14.29
2.50290,50.10,,14.35
2.50300,49.70,,14.29
2.50310,48.86,,14.27
2.50320,48.34,,14.37
2.50330,47.90,,14.29
2.50340,47.31,,14.27
2.50350,47.13,,14.20
2.50360,46.86,,14.18
2.50370,46.61,,14.37
2.50380,46.15,,14.18
2.50390,45.57,,14.20
2.50400,45.21,,14.18
2.50410,45.21,,14.04
2.50420,45.27,,14.01
2.50430,45.55,,14.20
2.50440,45.08,,14.20
2.50450,44.24,,14.27
2.50460,43.85,,14.29
2.50470,43.97,,14.27
2.50480,43.73,,14.29
2.50490,43.37,,14.35
2.50500,43.02,,14.20
2.50510,42.61,,14.35
2.50520,42.06,,14.29
2.50530,41.62,,14.37
2.50540,40.88,,14.27
2.50550,40.26,,14.37
2.50560,39.63,,14.18
2.50570,39.07,,14.20
2.50580,38.66,,14.18
2.50590,38.52,,14.04
2.50600,38.10,,14.18
2.50610,37.95,,14.29
2.50620,37.38,,14.27
2.50630,36.83,,14.20
2.50640,36.50,,14.37
2.50650,36.29,,14.27
2.50660,35.98,,14.29
2.50670,35.86,,14.27
2.50680,35.56,,14.29
2.50690,35.14,,14.18
2.50700,34.38,,14.04
2.50710,34.35,,14.18
2.50720,34.01,,14.29
2.50730,33.49,,14.29
2.50740,32.88,,14.35
2.50750,32.29,,14.29
2.50760,31.94,,14.44
2.50770,31.91,,14.20
2.50780,31.36,,14.35
2.50790,31.12,,14.20
2.50800,30.63,,14.35
2.50810,29.76,,14.37
2.50820,28.96,,14.18
2.50830,28.87,,14.20
2.50840,28.62,,14.29
2.50850,28.48,,14.27
2.50860,28.02,,14.20
2.50870,27.62,,14.18
2.50880,27.39,,14.20
2.50890,27.02,,14.18
2.50900,26.39,,14.20
2.50910,26.33,,14.35
2.50920,25.93,,14.37
2.50930,25.20,,14.37
2.50940,24.56,,14.35
2.50950,24.61,,14.37
2.50960,24.59,,14.18
2.50970,24.81,,14.37
2.50980,24.96,,14.18
2.50990,24.58,,14.37
2.51000,24.35,,14.27
2.51010,23.78,,14.29
2.51020,23.70,,14.35
2.51030,23.14,,14.20
2.51040,23.10,,14.37
2.51050,23.44,,14.35
2.51060,22.95,,14.29
2.51070,25.86,,14.27
2.51080,22.79,,14.37
2.51090,22.04,,14.35
2.51100,21.84,,14.37
2.51110,21.85,,14.18
2.51120,21.74,,14.20
2.51130,21.33,,14.18
2.51140,20.90,,14.29
2.51150,21.00,,14.29
2.51160,21.32,,14.18
2.51170,20.77,,14.20
2.51180,20.90,,14.18
2.51190,20.48,,14.37
2.51200,20.31,,14.18
2.51210,20.02,,14.20
2.51220,19.90,,14.35
2.51230,20.29,,14.54
2.51240,20.70,,14.37
2.51250,19.87,,14.53
2.51260,19.53,,14.37
2.51270,19.61,,14.35
2.51280,19.62,,14.37
2.51290,19.05,,14.18
2.51300,18.86,,14.20
2.51310,19.14,,14.18
2.51320,18.42,,14.20
2.51330,18.45,,14.18
2.51340,19.28,,14.37
2.51350,19.12,,14.37
2.51360,19.01,,14.35
2.51370,19.23,,14.37
2.51380,19.12,,14.18
2.51390,19.33,,14.20
2.51400,19.38,,14.35
2.51410,19.98,,14.20
2.51420,20.27,,14.35
2.51430,20.51,,14.20
2.51440,20.71,,14.29
2.51450,21.35,,14.27
2.51460,21.56,,14.37
2.51470,21.66,,14.35
2.51480,22.15,,14.37
2.51490,22.38,,14.18
2.51500,22.75,,14.20
2.51510,23.41,,14.35
2.51520,23.66,,14.37
2.51530,24.28,,14.35
2.51540,24.67,,14.54
2.51550,25.08,,14.37
2.51560,25.60,,14.35
2.51570,26.01,,14.37
2.51580,26.97,,14.18
2.51590,27.66,,14.20
2.51600,28.37,,14.18
2.51610,28.79,,14.20
2.51620,29.10,,14.18
2.51630,29.31,,14.37
2.51640,29.82,,14.20
2.51650,29.95,,14.18
2.51660,29.92,,14.20
2.51670,30.21,,14.18
2.51680,30.59,,14.20
2.51690,31.35,,14.27
2.51700,32.25,,14.46
2.51710,32.67,,14.35
2.51720,32.83,,14.72
2.51730,33.20,,14.53
2.51740,33.67,,14.46
2.51750,34.07,,14.29
2.51760,35.22,,14.18
2.51770,35.98,,14.04
2.51780,36.51,,14.10
2.51790,37.48,,14.12
2.51800,38.01,,14.35
2.51810,38.28,,14.37
2.51820,38.45,,14.35
2.51830,38.80,,14.29
2.51840,39.21,,14.29
2.51850,39.69,,14.18
2.51860,40.17,,14.20
2.51870,40.80,,14.01
2.51880,41.33,,14.04
2.51890,41.80,,14.35
2.51900,42.57,,14.37
2.51910,43.13,,14.53
2.51920,43.59,,14.54
2.51930,44.04,,14.35
2.51940,44.51,,14.37
2.51950,45.18,,14.20
2.51960,45.75,,14.18
2.51970,46.14,,14.20
2.51980,46.49,,14.18
2.51990,47.04,,14.37
2.52000,47.10,,14.18
2.52010,47.33,,14.20
2.52020,47.94,,14.35
2.52030,48.16,,14.37
2.52040,48.77,,14.20
2.52050,49.21,,14.18
2.52060,49.73,,14.04
2.52070,50.53,,14.18
2.52080,50.82,,14.20
2.52090,51.07,,14.35
2.52100,51.23,,14.37
2.52110,51.77,,14.35
2.52120,52.10,,14.20
2.52130,52.64,,14.18
2.52140,53.05,,13.88
2.52150,53.64,,14.12
2.52160,54.10,,14.18
2.52170,54.27,,14.29
2.52180,54.75,,14.27
2.52190,55.02,,14.46
2.52200,55.09,,14.35
2.52210,55.01,,14.37
2.52220,55.21,,14.35
2.52230,55.74,,14.20
2.52240,56.48,,14.20
2.52250,57.14,,14.18
2.52260,57.36,,14.29
2.52270,57.15,,14.27
2.52280,57.24,,14.20
2.52290,57.69,,14.27
2.52300,58.19,,14.12
2.52310,58.82,,14.18
2.52320,59.42,,13.88
2.52330,59.91,,14.18
2.52340,60.17,,14.04
2.52350,60.36,,14.20
2.52360,60.28,,14.35
2.52370,60.33,,14.37
2.52380,60.45,,14.35
2.52390,60.26,,14.37
2.52400,60.38,,14.18
2.52410,60.88,,14.04
2.52420,61.33,,13.93
2.52430,61.82,,14.12
2.52440,62.12,,14.12
2.52450,62.11,,14.27
2.52460,61.97,,14.37
2.52470,61.66,,14.35
2.52480,61.97,,14.37
2.52490,62.62,,14.35
2.52500,63.28,,14.20
2.52510,63.19,,14.01
2.52520,63.46,,14.04
2.52530,63.31,,14.01
2.52540,63.82,,14.20
2.52550,63.87,,14.20
2.52560,63.41,,14.44
2.52570,63.15,,14.29
2.52580,62.77,,14.27
2.52590,63.16,,14.12
2.52600,63.51,,14.01
2.52610,63.49,,14.04
2.52620,63.36,,13.93
2.52630,63.39,,14.12
2.52640,62.90,,14.37
2.52650,62.63,,14.44
2.52660,62.25,,14.46
2.52670,62.11,,14.35
2.52680,62.16,,14.37
2.52690,62.71,,14.18
2.52700,62.81,,14.12
2.52710,62.88,,14.10
2.52720,62.86,,14.20
2.52730,62.42,,14.18
2.52740,61.82,,14.37
2.52750,61.21,,14.37
2.52760,60.56,,14.35
2.52770,60.29,,14.04
2.52780,60.46,,13.85
2.52790,60.49,,13.88
2.52800,60.37,,13.85
2.52810,59.93,,14.04
2.52820,59.08,,14.35
2.52830,58.64,,14.37
2.52840,58.48,,14.37
2.52850,58.74,,14.53
2.52860,58.58,,14.29
2.52870,58.45,,14.27
2.52880,58.10,,14.20
2.52890,57.64,,14.01
2.52900,57.64,,14.20
2.52910,57.66,,14.18
2.52920,57.61,,14.29
2.52930,57.20,,14.44
2.52940,56.74,,14.37
2.52950,56.36,,14.20
2.52960,56.36,,14.18
2.52970,56.57,,14.04
2.52980,56.56,,14.01
2.52990,56.26,,14.04
2.53000,55.66,,14.18
2.53010,55.20,,14.20
2.53020,54.84,,14.35
2.53030,54.66,,14.20
2.53040,54.69,,14.37
2.53050,54.66,,14.18
2.53060,54.62,,14.20
2.53070,54.15,,14.18
2.53080,53.86,,14.04
2.53090,53.39,,14.01
2.53100,53.40,,14.20
2.53110,52.89,,14.35
2.53120,52.56,,14.20
2.53130,51.90,,14.35
2.53140,51.84,,14.20
2.53150,52.05,,14.20
2.53160,51.77,,14.01
2.53170,51.56,,13.96
2.53180,50.83,,14.10
2.53190,50.05,,14.20
2.53200,49.83,,14.35
2.53210,49.47,,14.37
2.53220,49.87,,14.35
2.53230,49.90,,14.20
2.53240,49.73,,14.20
2.53250,49.68,,14.01
2.53260,49.55,,14.04
2.53270,49.17,,14.01
2.53280,49.48,,14.20
2.53290,49.33,,14.18
2.53300,48.76,,14.20
2.53310,48.27,,14.18
2.53320,47.72,,14.20
2.53330,47.74,,14.10
2.53340,47.94,,13.96
2.53350,48.05,,14.04
2.53360,47.94,,14.01
2.53370,47.15,,14.20
2.53380,46.22,,14.35
2.53390,45.31,,14.37
2.53400,45.02,,14.35
2.53410,44.96,,14.37
2.53420,45.04,,14.18
2.53430,44.71,,14.12
2.53440,44.51,,14.12
2.53450,43.99,,14.01
2.53460,43.48,,14.20
2.53470,43.21,,14.18
2.53480,42.39,,14.20
2.53490,41.68,,14.18
2.53500,40.82,,14.20
2.53510,40.41,,14.01
2.53520,40.17,,13.96
2.53530,40.02,,13.93
2.53540,39.90,,14.04
2.53550,39.31,,14.20
2.53560,38.60,,14.18
2.53570,38.15,,14.54
2.53580,37.58,,14.35
2.53590,37.62,,14.29
2.53600,37.67,,14.27
2.53610,37.84,,14.04
2.53620,37.82,,14.18
2.53630,37.51,,14.12
2.53640,37.27,,14.12
2.53650,37.16,,14.35
2.53660,36.88,,14.37
2.53670,36.61,,14.27
2.53680,36.17,,14.29
2.53690,35.71,,14.01
2.53700,35.89,,14.20
2.53710,36.07,,14.01
2.53720,35.67,,14.04
2.53730,35.30,,14.10
2.53740,34.72,,14.29
2.53750,34.35,,14.20
2.53760,33.90,,14.35
2.53770,33.22,,14.37
2.53780,33.19,,14.18
2.53790,33.80,,14.04
2.53800,34.04,,14.01
2.53810,34.37,,14.04
2.53820,34.23,,14.10
2.53830,33.91,,14.29
2.53840,33.70,,14.27
2.53850,33.74,,14.46
2.53860,34.02,,14.37
2.53870,33.41,,14.35
2.53880,33.08,,14.20
2.53890,33.25,,14.10
2.53900,33.54,,13.96
2.53910,33.50,,14.10
2.53920,33.81,,14.12
2.53930,33.31,,14.35
2.53940,33.21,,14.37
2.53950,33.34,,14.37
2.53960,33.55,,14.27
2.53970,33.79,,14.12
2.53980,34.27,,14.18
2.53990,34.59,,13.88
2.54000,34.79,,14.01
2.54010,34.97,,14.04
2.54020,35.20,,14.18
2.54030,35.50,,14.12
2.54040,35.67,,14.27
2.54050,35.90,,14.29
2.54060,36.16,,14.29
2.54070,36.59,,14.27
2.54080,37.00,,14.12
2.54090,37.48,,14.18
2.54100,37.57,,14.20
2.54110,38.13,,14.18
2.54120,38.13,,14.29
2.54130,38.09,,14.18
2.54140,38.52,,14.29
2.54150,39.37,,14.20
2.54160,39.72,,14.01
2.54170,40.24,,14.20
2.54180,40.51,,14.01
2.54190,40.98,,14.12
2.54200,41.40,,14.10
2.54210,41.67,,14.20
2.54220,42.09,,14.18
2.54230,42.53,,14.20
2.54240,42.41,,14.10
2.54250,42.36,,13.96
2.54260,42.84,,14.04
2.54270,43.57,,14.01
2.54280,44.12,,14.04
2.54290,44.41,,14.18
2.54300,44.62,,14.20
2.54310,44.67,,14.35
2.54320,44.78,,14.37
2.54330,44.95,,14.53
2.54340,45.16,,14.37
2.54350,45.60,,14.04
2.54360,45.96,,14.18
2.54370,46.78,,13.88
2.54380,47.15,,13.93
2.54390,47.08,,13.96
2.54400,47.58,,14.18
2.54410,47.79,,14.37
2.54420,48.06,,14.35
2.54430,48.41,,14.20
2.54440,48.61,,14.35
2.54450,48.80,,13.88
2.54460,48.98,,13.88
2.54470,49.48,,14.01
2.54480,49.53,,14.04
2.54490,49.26,,14.01
2.54500,49.45,,14.04
2.54510,50.01,,14.18
2.54520,50.35,,14.37
2.54530,50.30,,14.35
2.54540,50.81,,14.20
2.54550,51.00,,14.37
2.54560,51.04,,14.18
2.54570,51.16,,14.20
2.54580,51.39,,14.18
2.54590,51.70,,14.20
2.54600,51.73,,14.18
2.54610,51.61,,14.20
2.54620,51.71,,14.01
2.54630,52.07,,14.04
2.54640,52.30,,13.93
2.54650,52.20,,13.96
2.54660,51.94,,14.04
2.54670,51.90,,14.18
2.54680,51.91,,14.12
2.54690,52.10,,14.10
2.54700,52.19,,14.20
2.54710,52.33,,14.18
2.54720,52.27,,14.20
2.54730,52.55,,14.18
2.54740,52.55,,14.20
2.54750,52.52,,14.20
2.54760,52.40,,14.01
2.54770,52.30,,14.29
2.54780,50.78,,14.10
2.54790,51.15,,14.20
2.54800,50.97,,14.18
2.54810,50.90,,14.20
2.54820,50.86,,14.18
2.54830,50.99,,14.04
2.54840,51.07,,14.18
2.54850,50.10,,14.04
2.54860,49.46,,14.20
2.54870,49.45,,14.01
2.54880,49.53,,14.20
2.54890,49.05,,14.01
2.54900,49.16,,14.04
2.54910,48.69,,14.18
2.54920,49.06,,14.20
2.54930,48.02,,14.01
2.54940,43.16,,14.04
2.54950,47.61,,14.37
2.54960,48.22,,14.18
2.54970,48.30,,14.04
2.54980,48.22,,14.01
2.54990,48.17,,14.04
2.55000,47.89,,14.18
2.55010,48.16,,14.04
2.55020,47.59,,14.18
2.55030,47.34,,14.20
2.55040,46.83,,14.18
2.55050,46.36,,14.20
2.55060,46.33,,14.04
2.55070,45.74,,14.01
2.55080,45.45,,14.12
2.55090,45.48,,14.10
2.55100,45.10,,14.04
2.55110,44.53,,14.10
2.55120,44.66,,14.12
2.55130,44.39,,14.18
2.55140,43.92,,14.20
2.55150,43.91,,14.20
2.55160,44.00,,14.01
2.55170,43.18,,14.20
2.55180,43.07,,14.01
2.55190,42.80,,14.04
2.55200,42.28,,14.18
2.55210,42.26,,14.20
2.55220,41.57,,14.18
2.55230,40.56,,14.04
2.55240,39.42,,14.01
2.55250,38.77,,14.04
2.55260,39.41,,14.20
2.55270,39.98,,14.01
2.55280,40.48,,14.20
2.55290,40.60,,14.01
2.55300,41.37,,14.04
2.55310,40.92,,14.01
2.55320,41.98,,14.20
2.55330,41.68,,14.18
2.55340,40.85,,14.37
2.55350,40.10,,14.37
2.55360,39.39,,14.53
2.55370,38.67,,14.37
2.55380,38.44,,14.10
2.55390,38.02,,13.88
2.55400,38.20,,13.93
2.55410,38.16,,13.64
2.55420,37.68,,13.77
2.55430,38.12,,13.88
2.55440,38.19,,14.01
2.55450,38.05,,14.20
2.55460,37.88,,14.20
2.55470,37.93,,14.35
2.55480,38.18,,14.04
2.55490,38.06,,14.27
2.55500,38.49,,14.29
2.55510,38.43,,14.53
2.55520,38.63,,14.37
2.55530,38.17,,14.53
2.55540,37.36,,14.54
2.55550,37.42,,14.37
2.55560,37.54,,14.44
2.55570,37.75,,14.12
2.55580,37.93,,13.85
2.55590,37.84,,13.72
2.55600,37.70,,13.93
2.55610,37.13,,13.96
2.55620,36.64,,14.01
2.55630,36.43,,14.04
2.55640,36.20,,14.18
2.55650,36.42,,14.20
2.55660,36.19,,14.20
2.55670,35.85,,14.18
2.55680,35.35,,14.20
2.55690,35.18,,14.35
2.55700,35.28,,14.37
2.55710,34.81,,14.44
2.55720,34.26,,14.37
2.55730,34.50,,14.27
2.55740,34.09,,14.29
2.55750,33.81,,14.29
2.55760,33.14,,14.35
2.55770,32.81,,14.20
2.55780,32.78,,14.18
2.55790,32.43,,14.20
2.55800,31.73,,14.18
2.55810,30.47,,14.12
2.55820,29.46,,14.18
2.55830,29.51,,14.12
2.55840,29.53,,14.18
2.55850,29.38,,14.12
2.55860,29.36,,14.29
2.55870,29.02,,14.35
2.55880,29.20,,14.37
2.55890,29.15,,14.35
2.55900,29.39,,14.54
2.55910,29.32,,14.35
2.55920,29.46,,14.29
2.55930,29.62,,14.10
2.55940,30.19,,14.04
2.55950,30.54,,14.29
2.55960,30.25,,14.27
2.55970,29.18,,14.37
2.55980,28.22,,14.35
2.55990,27.45,,14.37
2.56000,26.82,,14.35
2.56010,26.46,,14.20
2.56020,26.16,,14.18
2.56030,25.67,,14.04
2.56040,25.80,,14.18
2.56050,25.83,,14.20
2.56060,26.21,,14.20
2.56070,26.37,,14.62
2.56080,26.37,,14.63
2.56090,26.37,,14.35
2.56100,26.03,,14.54
2.56110,25.45,,14.35
2.56120,24.87,,14.37
2.56130,24.60,,14.01
2.56140,24.25,,14.04
2.56150,23.99,,14.04
2.56160,23.69,,14.01
2.56170,23.17,,14.12
2.56180,22.66,,14.27
2.56190,22.37,,14.20
2.56200,22.27,,14.35
2.56210,22.98,,14.37
2.56220,24.10,,14.35
2.56230,23.28,,14.54
2.56240,32.19,,14.53
2.56250,24.06,,14.37
2.56260,24.13,,14.54
2.56270,23.98,,14.53
2.56280,37.24,,14.54
2.56290,23.78,,14.53
2.56300,23.55,,14.37
2.56310,23.27,,14.18
2.56320,28.14,,14.12
2.56330,22.49,,13.93
2.56340,23.40,,14.04
2.56350,22.26,,14.18
2.56360,21.94,,14.20
2.56370,21.59,,14.37
2.56380,21.04,,14.18
2.56390,21.02,,14.37
2.56400,20.52,,14.44
2.56410,20.21,,14.37
2.56420,19.57,,14.27
2.56430,19.17,,14.29
2.56440,19.22,,14.27
2.56450,19.04,,14.37
2.56460,17.42,,14.29
2.56470,18.78,,14.44
2.56480,18.62,,14.72
2.56490,18.40,,14.62
2.56500,18.50,,14.63
2.56510,18.32,,14.44
2.56520,18.21,,14.37
2.56530,17.75,,14.27
2.56540,17.68,,14.20
2.56550,17.16,,14.18
2.56560,16.48,,14.20
2.56570,16.31,,14.20
2.56580,16.50,,14.18
2.56590,16.42,,14.37
2.56600,15.98,,14.35
2.56610,15.81,,14.54
2.56620,15.71,,14.53
2.56630,15.81,,14.37
2.56640,16.33,,14.44
2.56650,16.62,,14.46
2.56660,16.73,,14.37
2.56670,16.63,,14.53
2.56680,16.15,,14.54
2.56690,16.10,,14.53
2.56700,15.66,,14.46
2.56710,15.58,,14.44
2.56720,15.26,,14.37
2.56730,14.98,,14.35
2.56740,14.30,,14.37
2.56750,13.86,,14.35
2.56760,13.53,,14.37
2.56770,12.84,,14.29
2.56780,12.85,,14.44
2.56790,12.72,,14.54
2.56800,12.47,,14.53
2.56810,13.15,,14.54
2.56820,13.34,,14.53
2.56830,14.18,,14.37
2.56840,14.54,,14.53
2.56850,14.52,,14.54
2.56860,14.14,,14.54
2.56870,14.80,,14.53
2.56880,15.57,,14.37
2.56890,15.93,,14.35
2.56900,16.58,,14.37
2.56910,16.18,,14.53
2.56920,16.46,,14.37
2.56930,15.90,,14.53
2.56940,15.99,,14.54
2.56950,16.26,,14.44
2.56960,16.67,,14.46
2.56970,17.46,,14.54
2.56980,17.94,,14.71
2.56990,18.26,,14.54
2.57000,18.97,,14.53
2.57010,19.88,,14.54
2.57020,20.38,,14.53
2.57030,20.82,,14.37
2.57040,21.60,,14.53
2.57050,22.41,,14.37
2.57060,23.34,,14.37
2.57070,23.97,,14.35
2.57080,24.75,,14.37
2.57090,25.18,,14.53
2.57100,25.58,,14.54
2.57110,25.32,,14.71
2.57120,26.30,,14.37
2.57130,26.46,,14.44
2.57140,27.16,,14.29
2.57150,28.15,,14.35
2.57160,28.86,,14.37
2.57170,29.12,,14.54
2.57180,29.77,,14.53
2.57190,30.41,,14.72
2.57200,31.30,,14.89
2.57210,32.47,,14.72
2.57220,32.88,,14.71
2.57230,33.68,,14.54
2.57240,34.97,,14.53
2.57250,36.06,,14.37
2.57260,37.82,,14.20
2.57270,38.35,,14.18
2.57280,39.30,,14.37
2.57290,40.24,,14.53
2.57300,40.77,,14.54
2.57310,41.16,,14.71
2.57320,42.19,,14.37
2.57330,43.25,,14.35
2.57340,44.18,,14.04
2.57350,45.10,,14.18
2.57360,45.98,,14.37
2.57370,46.57,,14.54
2.57380,47.53,,14.53
2.57390,48.69,,14.72
2.57400,50.03,,14.89
2.57410,50.53,,14.81
2.57420,51.29,,14.80
2.57430,52.01,,14.72
2.57440,53.00,,14.71
2.57450,53.74,,14.37
2.57460,54.08,,14.37
2.57470,54.19,,14.53
2.57480,54.09,,14.37
