桩号(km),左高程(mm),右高程(mm),速度(m/s)
2.37530,60.30,,10.45
2.37540,59.94,,10.59
2.37550,59.76,,10.59
2.37560,60.19,,10.73
2.37570,60.27,,10.88
2.37580,59.42,,10.73
2.37590,58.77,,10.45
2.37600,58.31,,10.59
2.37610,57.67,,10.59
2.37620,57.37,,10.59
2.37630,56.88,,10.59
2.37640,56.41,,10.73
2.37650,56.06,,10.73
2.37660,55.95,,10.73
2.37670,55.81,,10.73
2.37680,55.83,,10.73
2.37690,55.42,,10.73
2.37700,54.70,,10.68
2.37710,54.56,,10.78
2.37720,54.28,,10.73
2.37730,54.10,,10.73
2.37740,53.96,,10.73
2.37750,54.46,,10.73
2.37760,54.17,,10.73
2.37770,54.11,,10.88
2.37780,54.16,,10.83
2.37790,54.14,,10.78
2.37800,54.20,,10.88
2.37810,54.29,,10.73
2.37820,54.29,,10.88
2.37830,54.28,,10.73
2.37840,54.51,,10.73
2.37850,54.98,,10.88
2.37860,55.60,,11.02
2.37870,55.77,,11.03
2.37880,56.13,,11.02
2.37890,56.61,,10.88
2.37900,56.88,,10.73
2.37910,56.53,,10.73
2.37920,56.77,,10.73
2.37930,56.97,,10.88
2.37940,57.19,,11.03
2.37950,57.39,,11.02
2.37960,57.27,,11.03
2.37970,57.23,,11.02
2.37980,57.26,,10.88
2.37990,57.64,,10.88
2.38000,57.51,,10.88
2.38010,57.74,,11.03
2.38020,57.81,,10.88
2.38030,57.10,,11.03
2.38040,56.69,,11.02
2.38050,56.74,,11.03
2.38060,56.66,,10.88
2.38070,56.66,,10.88
2.38080,56.65,,10.97
2.38090,56.74,,11.07
2.38100,56.31,,11.19
2.38110,55.98,,11.13
2.38120,55.72,,11.08
2.38130,55.73,,11.02
2.38140,55.11,,10.88
2.38150,55.22,,11.02
2.38160,55.03,,11.19
2.38170,55.13,,11.02
2.38180,55.48,,11.19
2.38190,55.50,,11.18
2.38200,55.67,,11.18
2.38210,55.21,,11.19
2.38220,54.84,,11.18
2.38230,54.81,,11.03
2.38240,54.93,,11.02
2.38250,55.10,,10.98
2.38260,55.06,,11.07
2.38270,54.90,,11.35
2.38280,54.71,,11.18
2.38290,54.34,,11.18
2.38300,54.08,,11.19
2.38310,54.03,,11.18
2.38320,54.00,,11.35
2.38330,53.90,,11.33
2.38340,53.80,,11.35
2.38350,53.63,,11.28
2.38360,53.47,,11.24
2.38370,53.96,,11.18
2.38380,54.02,,11.19
2.38390,54.11,,11.23
2.38400,53.71,,11.28
2.38410,53.26,,11.19
2.38420,53.40,,11.33
2.38430,53.67,,11.51
2.38440,53.73,,11.33
2.38450,53.32,,11.45
2.38460,52.99,,11.23
2.38470,52.50,,11.19
2.38480,52.33,,11.33
2.38490,52.40,,11.33
2.38500,52.04,,11.24
2.38510,52.02,,11.44
2.38520,52.42,,11.35
2.38530,52.06,,11.44
2.38540,52.14,,11.40
2.38550,51.94,,11.33
2.38560,51.80,,11.35
2.38570,51.42,,11.50
2.38580,50.79,,11.35
2.38590,50.25,,11.33
2.38600,49.72,,11.50
2.38610,49.74,,11.51
2.38620,49.41,,11.50
2.38630,48.95,,11.45
2.38640,48.56,,11.55
2.38650,48.05,,11.51
2.38660,47.37,,11.61
2.38670,46.75,,11.40
2.38680,46.59,,11.44
2.38690,46.60,,11.39
2.38700,46.74,,11.35
2.38710,46.91,,11.50
2.38720,46.66,,11.57
2.38730,46.64,,11.61
2.38740,46.39,,11.57
2.38750,46.08,,11.61
2.38760,45.49,,11.51
2.38770,45.18,,11.33
2.38780,44.78,,11.51
2.38790,44.59,,11.50
2.38800,44.34,,11.55
2.38810,44.14,,11.79
2.38820,43.87,,11.72
2.38830,43.57,,11.79
2.38840,43.08,,11.50
2.38850,42.69,,11.51
2.38860,42.09,,11.50
2.38870,42.13,,11.51
2.38880,42.23,,11.66
2.38890,41.82,,11.66
2.38900,41.42,,11.85
2.38910,40.94,,11.78
2.38920,40.69,,11.57
2.38930,39.92,,11.66
2.38940,39.52,,11.51
2.38950,38.58,,11.61
2.38960,38.48,,11.57
2.38970,38.30,,11.66
2.38980,37.99,,11.74
2.38990,37.73,,11.95
2.39000,37.46,,11.72
2.39010,36.59,,11.79
2.39020,36.01,,11.61
2.39030,35.54,,11.57
2.39040,35.33,,11.66
2.39050,35.43,,11.85
2.39060,35.08,,11.72
2.39070,34.71,,11.79
2.39080,34.26,,11.72
2.39090,34.13,,11.78
2.39100,34.10,,11.68
2.39110,33.82,,11.66
2.39120,33.40,,11.85
2.39130,32.60,,11.78
2.39140,32.07,,11.91
2.39150,31.80,,11.72
2.39160,31.69,,11.97
2.39170,31.21,,11.83
2.39180,30.66,,11.85
2.39190,30.02,,11.66
2.39200,29.51,,11.66
2.39210,29.13,,11.85
2.39220,28.84,,11.83
2.39230,28.56,,11.74
2.39240,28.51,,11.78
2.39250,28.27,,11.74
2.39260,28.13,,11.78
2.39270,28.03,,11.85
2.39280,27.91,,11.83
2.39290,27.91,,11.95
2.39300,27.56,,11.91
2.39310,27.19,,11.83
2.39320,26.91,,11.79
2.39330,26.86,,11.72
2.39340,26.83,,11.85
2.39350,26.88,,11.83
2.39360,26.92,,11.85
2.39370,26.62,,12.01
2.39380,26.26,,12.03
2.39390,25.91,,12.01
2.39400,25.75,,11.83
2.39410,25.91,,11.79
2.39420,25.79,,11.72
2.39430,25.60,,11.79
2.39440,25.49,,11.89
2.39450,25.69,,11.85
2.39460,25.71,,12.01
2.39470,25.73,,12.03
2.39480,25.45,,11.83
2.39490,25.14,,11.83
2.39500,24.88,,11.85
2.39510,24.64,,11.83
2.39520,24.80,,11.85
2.39530,24.86,,12.01
2.39540,24.70,,12.03
2.39550,24.31,,12.19
2.39560,24.01,,12.03
2.39570,23.66,,11.95
2.39580,23.43,,11.74
2.39590,23.58,,11.78
2.39600,23.81,,11.83
2.39610,23.89,,11.91
2.39620,23.69,,12.01
2.39630,23.53,,12.03
2.39640,23.58,,12.01
2.39650,23.75,,12.03
2.39660,24.18,,12.01
2.39670,24.75,,11.85
2.39680,24.80,,11.83
2.39690,25.19,,11.83
2.39700,26.11,,11.91
2.39710,27.10,,12.13
2.39720,27.54,,12.09
2.39730,27.55,,12.13
2.39740,27.50,,11.97
2.39750,27.66,,11.89
2.39760,27.87,,11.85
2.39770,28.10,,11.95
2.39780,28.51,,12.03
2.39790,29.32,,12.07
2.39800,29.62,,12.01
2.39810,29.87,,12.03
2.39820,30.23,,12.01
2.39830,30.62,,12.03
2.39840,31.11,,12.01
2.39850,31.74,,12.03
2.39860,31.92,,12.13
2.39870,32.35,,11.91
2.39880,33.08,,12.01
2.39890,33.76,,12.01
2.39900,34.53,,11.85
2.39910,34.92,,12.01
2.39920,35.22,,12.03
2.39930,35.34,,12.01
2.39940,35.67,,12.09
2.39950,36.33,,12.07
2.39960,36.77,,11.91
2.39970,37.77,,11.83
2.39980,38.69,,11.85
2.39990,38.85,,11.89
2.40000,39.14,,12.13
2.40010,39.55,,12.22
2.40020,40.04,,12.19
2.40030,40.55,,12.22
2.40040,40.86,,12.01
2.40050,41.07,,12.03
2.40060,41.40,,11.83
2.40070,42.29,,11.85
2.40080,43.03,,11.89
2.40090,43.52,,12.13
2.40100,44.08,,12.09
2.40110,44.04,,12.19
2.40120,44.32,,12.16
2.40130,44.74,,12.01
2.40140,45.18,,11.85
2.40150,45.69,,11.83
2.40160,46.30,,12.03
2.40170,47.12,,11.83
2.40180,47.50,,12.03
2.40190,48.53,,12.07
2.40200,49.28,,12.32
2.40210,48.67,,12.28
2.40220,47.84,,12.32
2.40230,48.75,,12.22
2.40240,48.85,,11.83
2.40250,49.55,,11.85
2.40260,50.22,,11.83
2.40270,50.46,,11.91
2.40280,50.56,,12.13
2.40290,50.83,,12.22
2.40300,51.01,,12.32
2.40310,51.04,,12.07
2.40320,51.44,,12.03
2.40330,51.95,,11.83
2.40340,52.31,,12.03
2.40350,52.57,,12.07
2.40360,52.81,,12.16
2.40370,53.07,,12.07
2.40380,53.28,,12.16
2.40390,53.65,,12.19
2.40400,53.68,,12.19
2.40410,53.68,,12.03
2.40420,53.78,,11.83
2.40430,54.39,,12.03
2.40440,54.98,,12.01
2.40450,55.00,,12.03
2.40460,55.36,,12.19
2.40470,55.91,,12.09
2.40480,55.75,,12.13
2.40490,56.35,,12.22
2.40500,56.76,,12.19
2.40510,56.79,,12.32
2.40520,56.71,,12.16
2.40530,56.64,,11.95
2.40540,56.65,,11.68
2.40550,56.82,,11.95
2.40560,56.68,,12.09
2.40570,56.34,,12.19
2.40580,56.75,,12.22
2.40590,57.03,,12.32
2.40600,57.20,,12.26
2.40610,57.26,,12.03
2.40620,57.21,,12.01
2.40630,57.58,,11.68
2.40640,57.76,,11.83
2.40650,58.02,,12.03
2.40660,57.98,,12.19
2.40670,57.85,,12.41
2.40680,58.24,,12.38
2.40690,58.80,,12.22
2.40700,59.01,,12.07
2.40710,59.37,,11.95
2.40720,59.67,,11.85
2.40730,60.11,,12.01
2.40740,60.30,,12.03
2.40750,60.51,,12.19
2.40760,61.19,,12.22
2.40770,61.16,,12.26
2.40780,61.35,,12.28
2.40790,61.37,,12.07
2.40800,61.70,,11.95
2.40810,61.97,,11.91
2.40820,62.61,,11.83
2.40830,62.88,,12.22
2.40840,63.18,,12.19
2.40850,62.99,,12.22
2.40860,63.43,,12.19
2.40870,63.77,,12.03
2.40880,64.15,,12.01
2.40890,64.39,,12.03
2.40900,64.48,,12.01
2.40910,64.70,,12.19
2.40920,65.16,,11.85
2.40930,64.96,,12.01
2.40940,65.37,,12.03
2.40950,65.55,,12.19
2.40960,65.33,,12.16
2.40970,65.15,,12.19
2.40980,65.22,,12.09
2.40990,65.85,,12.01
2.41000,66.49,,12.01
2.41010,67.06,,12.09
2.41020,66.87,,12.13
2.41030,66.56,,12.22
2.41040,66.52,,12.07
2.41050,66.64,,12.16
2.41060,67.08,,12.07
2.41070,67.55,,11.97
2.41080,67.53,,12.01
2.41090,67.66,,12.03
2.41100,67.91,,11.95
2.41110,68.27,,12.07
2.41120,68.04,,12.16
2.41130,67.95,,12.26
2.41140,67.89,,12.22
2.41150,68.05,,12.19
2.41160,67.96,,11.85
2.41170,68.20,,12.13
2.41180,68.65,,11.91
2.41190,68.39,,12.19
2.41200,68.29,,12.07
2.41210,68.23,,12.16
2.41220,68.20,,12.19
2.41230,68.16,,12.03
2.41240,68.41,,12.01
2.41250,68.32,,12.03
2.41260,68.25,,12.01
2.41270,68.37,,12.03
2.41280,68.17,,12.19
2.41290,68.34,,12.22
2.41300,68.20,,12.19
2.41310,67.94,,12.19
2.41320,67.92,,12.03
2.41330,67.77,,11.89
2.41340,67.32,,11.97
2.41350,67.72,,12.01
2.41360,67.73,,12.03
2.41370,67.25,,12.19
2.41380,67.23,,12.22
2.41390,67.44,,12.19
2.41400,67.14,,12.13
2.41410,67.12,,11.91
2.41420,67.32,,12.01
2.41430,67.48,,12.09
2.41440,67.58,,12.13
2.41450,67.27,,12.22
2.41460,67.10,,12.19
2.41470,67.05,,12.03
2.41480,67.36,,12.01
2.41490,67.18,,11.85
2.41500,67.26,,12.19
2.41510,67.07,,12.01
2.41520,67.13,,12.22
2.41530,67.00,,12.19
2.41540,66.84,,12.22
2.41550,66.84,,12.01
2.41560,66.78,,12.16
2.41570,66.67,,12.07
2.41580,66.43,,11.85
2.41590,66.21,,12.01
2.41600,65.76,,12.07
2.41610,68.70,,12.16
2.41620,66.09,,12.19
2.41630,65.25,,12.22
2.41640,65.21,,12.01
2.41650,65.43,,11.85
2.41660,65.42,,12.01
2.41670,65.09,,12.22
2.41680,64.59,,12.38
2.41690,64.69,,12.22
2.41700,64.17,,12.19
2.41710,63.98,,12.01
2.41720,63.73,,11.91
2.41730,63.71,,11.95
2.41740,64.11,,11.85
2.41750,63.85,,12.13
2.41760,63.26,,12.09
2.41770,62.97,,12.26
2.41780,62.88,,12.16
2.41790,62.63,,12.07
2.41800,62.68,,12.07
2.41810,62.97,,11.91
2.41820,62.66,,12.01
2.41830,62.41,,12.03
2.41840,62.31,,12.19
2.41850,62.40,,12.22
2.41860,62.41,,12.38
2.41870,61.71,,12.22
2.41880,60.72,,12.01
2.41890,59.73,,11.85
2.41900,59.24,,11.95
2.41910,59.05,,11.89
2.41920,58.96,,11.97
2.41930,58.85,,12.07
2.41940,58.46,,12.28
2.41950,58.13,,12.32
2.41960,57.61,,12.16
2.41970,57.26,,12.07
2.41980,56.48,,12.03
2.41990,55.83,,11.95
2.42000,55.38,,12.07
2.42010,54.43,,12.03
2.42020,53.79,,12.01
2.42030,53.40,,12.09
2.42040,52.91,,12.13
2.42050,52.68,,11.85
2.42060,52.47,,12.01
2.42070,52.00,,12.03
2.42080,51.32,,12.19
2.42090,50.70,,12.09
2.42100,50.41,,12.19
2.42110,49.88,,12.13
2.42120,49.06,,11.97
2.42130,48.47,,11.89
2.42140,47.69,,11.97
2.42150,46.80,,12.07
2.42160,45.96,,12.22
2.42170,45.60,,12.26
2.42180,45.60,,12.34
2.42190,45.05,,12.19
2.42200,44.42,,12.13
2.42210,43.86,,12.03
2.42220,43.08,,11.95
2.42230,42.47,,11.97
2.42240,42.16,,12.19
2.42250,41.71,,12.03
2.42260,41.39,,12.19
2.42270,40.81,,12.09
2.42280,40.29,,12.32
2.42290,39.89,,12.22
2.42300,39.48,,12.19
2.42310,38.90,,12.01
2.42320,38.23,,12.03
2.42330,37.57,,12.07
2.42340,37.39,,12.16
2.42350,36.83,,12.01
2.42360,36.30,,12.22
2.42370,35.52,,12.19
2.42380,35.17,,12.41
2.42390,34.81,,12.32
2.42400,34.50,,12.44
2.42410,34.01,,12.16
2.42420,33.70,,12.07
2.42430,32.98,,12.03
2.42440,32.31,,12.01
2.42450,32.12,,12.03
2.42460,32.33,,12.01
2.42470,32.35,,12.28
2.42480,32.11,,12.32
2.42490,31.49,,12.41
2.42500,30.84,,12.38
2.42510,30.23,,12.13
2.42520,30.18,,11.91
2.42530,30.71,,12.07
2.42540,30.65,,12.16
2.42550,30.77,,12.38
2.42560,30.48,,12.47
2.42570,30.64,,12.44
2.42580,30.94,,12.28
2.42590,31.02,,12.19
2.42600,31.07,,12.01
2.42610,31.36,,11.97
2.42620,31.55,,12.07
2.42630,31.37,,12.41
2.42640,31.31,,12.19
2.42650,31.40,,12.41
2.42660,31.83,,12.19
2.42670,32.10,,12.22
2.42680,32.54,,12.13
2.42690,32.78,,12.09
2.42700,32.93,,12.13
2.42710,33.32,,12.19
2.42720,33.94,,12.16
2.42730,34.40,,12.32
2.42740,35.15,,12.22
2.42750,35.79,,12.38
2.42760,36.06,,12.03
2.42770,36.21,,12.19
2.42780,36.45,,12.16
2.42790,36.86,,12.07
2.42800,37.50,,12.19
2.42810,37.92,,12.22
2.42820,38.32,,12.13
2.42830,38.90,,12.09
2.42840,39.36,,12.19
2.42850,39.86,,12.22
2.42860,40.50,,12.19
2.42870,40.79,,12.28
2.42880,41.22,,12.19
2.42890,41.57,,12.16
2.42900,42.15,,12.32
2.42910,42.67,,12.19
2.42920,43.10,,12.28
2.42930,43.24,,12.19
2.42940,43.49,,12.22
2.42950,43.91,,12.26
2.42960,44.21,,12.34
2.42970,44.17,,12.19
2.42980,45.01,,12.22
2.42990,45.62,,12.19
2.43000,46.00,,12.22
2.43010,46.16,,12.19
2.43020,46.36,,12.19
2.43030,46.87,,12.34
2.43040,47.36,,12.26
2.43050,47.94,,12.22
2.43060,48.28,,12.19
2.43070,48.44,,12.41
2.43080,48.85,,12.07
2.43090,49.17,,12.28
2.43100,49.39,,12.26
2.43110,49.99,,12.26
2.43120,50.35,,12.34
2.43130,50.61,,12.38
2.43140,51.21,,12.22
2.43150,51.78,,12.26
2.43160,52.01,,12.16
2.43170,52.44,,12.38
2.43180,52.76,,12.34
2.43190,53.15,,12.44
2.43200,53.60,,12.28
2.43210,53.94,,12.32
2.43220,54.51,,12.32
2.43230,55.08,,12.28
2.43240,55.66,,12.19
2.43250,55.86,,12.22
2.43260,56.23,,12.26
2.43270,57.59,,12.34
2.43280,57.29,,12.38
2.43290,57.90,,12.41
2.43300,58.46,,12.38
2.43310,58.96,,12.13
2.43320,59.35,,12.09
2.43330,59.75,,12.38
2.43340,59.97,,12.41
2.43350,60.23,,12.57
2.43360,60.35,,12.41
2.43370,60.32,,12.44
2.43380,60.68,,12.28
2.43390,61.05,,12.19
2.43400,61.66,,12.16
2.43410,62.28,,12.19
2.43420,62.37,,12.32
2.43430,62.57,,12.41
2.43440,62.81,,12.38
2.43450,62.94,,12.47
2.43460,63.70,,12.44
2.43470,64.16,,12.28
2.43480,64.45,,12.07
2.43490,65.00,,12.16
2.43500,65.29,,12.19
2.43510,65.57,,12.44
2.43520,66.32,,12.54
2.43530,66.50,,12.38
2.43540,66.36,,12.41
2.43550,66.24,,12.19
2.43560,66.05,,12.09
2.43570,66.48,,12.13
2.43580,66.92,,12.22
2.43590,67.08,,12.32
2.43600,67.21,,12.41
2.43610,67.36,,12.44
2.43620,67.31,,12.57
2.43630,67.46,,12.41
2.43640,67.60,,12.38
2.43650,67.74,,12.22
2.43660,67.88,,12.19
2.43670,67.90,,12.41
2.43680,67.91,,12.38
2.43690,67.73,,12.61
2.43700,67.71,,12.44
2.43710,67.70,,12.32
2.43720,67.38,,12.22
2.43730,67.29,,12.01
2.43740,66.91,,12.22
2.43750,66.80,,12.19
2.43760,66.99,,12.41
2.43770,66.48,,12.38
2.43780,66.20,,12.41
2.43790,66.22,,12.44
2.43800,65.90,,12.34
2.43810,65.84,,12.38
2.43820,65.67,,12.38
2.43830,65.50,,12.34
2.43840,65.45,,12.44
2.43850,65.30,,12.61
2.43860,65.27,,12.38
2.43870,64.98,,12.41
2.43880,65.14,,12.19
2.43890,65.03,,12.22
2.43900,64.81,,12.38
2.43910,64.59,,12.32
2.43920,64.41,,12.41
2.43930,64.42,,12.44
2.43940,64.24,,12.41
2.43950,64.31,,12.38
2.43960,64.18,,12.22
2.43970,63.90,,12.38
2.43980,63.58,,12.34
2.43990,63.32,,12.32
2.44000,63.17,,12.54
2.44010,63.12,,12.38
2.44020,62.97,,12.38
2.44030,63.02,,12.41
2.44040,62.93,,12.32
2.44050,62.52,,12.16
2.44060,62.41,,12.32
2.44070,62.43,,12.22
2.44080,62.33,,12.38
2.44090,61.98,,12.61
2.44100,61.81,,12.51
2.44110,61.20,,12.32
2.44120,61.20,,12.34
2.44130,61.68,,12.38
2.44140,61.91,,12.28
2.44150,61.73,,12.44
2.44160,61.44,,12.41
2.44170,61.02,,12.44
2.44180,61.31,,12.41
2.44190,61.43,,12.38
2.44200,61.50,,12.22
2.44210,61.88,,12.07
2.44220,61.92,,12.19
2.44230,62.07,,12.34
2.44240,62.15,,12.38
2.44250,61.96,,12.41
2.44260,61.96,,12.38
2.44270,62.23,,12.41
2.44280,62.15,,12.38
2.44290,61.41,,12.41
2.44300,61.47,,12.32
2.44310,61.63,,12.26
2.44320,61.88,,12.34
2.44330,62.15,,12.32
2.44340,61.98,,12.54
2.44350,61.86,,12.38
2.44360,61.48,,12.41
2.44370,61.37,,12.38
2.44380,61.51,,12.28
2.44390,61.47,,12.44
2.44400,61.33,,12.47
2.44410,61.29,,12.38
2.44420,61.21,,12.38
2.44430,61.13,,12.22
2.44440,61.35,,12.19
2.44450,61.39,,12.22
2.44460,61.01,,12.38
2.44470,60.72,,12.41
2.44480,60.52,,12.44
2.44490,60.62,,12.41
2.44500,60.70,,12.32
2.44510,60.94,,12.44
2.44520,60.95,,12.41
2.44530,60.64,,12.44
2.44540,60.39,,12.47
2.44550,59.74,,12.51
2.44560,59.66,,12.41
2.44570,60.32,,12.32
2.44580,59.45,,12.34
2.44590,59.58,,12.26
2.44600,59.20,,12.34
2.44610,59.46,,12.38
2.44620,59.33,,12.38
2.44630,59.08,,12.61
2.44640,58.90,,12.57
2.44650,58.64,,12.41
2.44660,58.30,,12.38
2.44670,58.55,,12.41
2.44680,58.64,,12.38
2.44690,58.81,,12.41
2.44700,58.69,,12.44
2.44710,58.38,,12.57
2.44720,57.97,,12.54
2.44730,57.58,,12.57
2.44740,56.89,,12.41
2.44750,56.51,,12.32
2.44760,56.41,,12.28
2.44770,56.18,,12.38
2.44780,56.07,,12.47
2.44790,55.60,,12.57
2.44800,55.83,,12.54
2.44810,55.77,,12.71
2.44820,55.26,,12.57
2.44830,54.54,,12.47
2.44840,53.76,,12.38
2.44850,53.19,,12.41
2.44860,52.93,,12.44
2.44870,52.76,,12.54
2.44880,52.72,,12.57
2.44890,52.15,,12.61
2.44900,51.73,,12.57
2.44910,50.96,,12.38
2.44920,51.05,,12.54
2.44930,51.25,,12.44
2.44940,51.79,,12.41
2.44950,51.35,,12.71
2.44960,50.94,,12.67
2.44970,50.65,,12.57
2.44980,51.05,,12.54
2.44990,51.14,,12.44
2.45000,50.55,,12.67
2.45010,49.67,,12.71
2.45020,49.16,,12.57
2.45030,48.86,,12.41
2.45040,48.49,,12.57
2.45050,48.42,,12.41
2.45060,48.49,,12.57
2.45070,48.73,,12.54
2.45080,48.70,,12.64
2.45090,48.50,,12.61
2.45100,48.47,,12.77
2.45110,48.22,,12.77
2.45120,48.46,,12.81
2.45130,48.36,,12.57
2.45140,48.13,,12.54
2.45150,47.86,,12.44
2.45160,48.00,,12.54
2.45170,47.63,,12.64
2.45180,47.51,,12.74
2.45190,47.16,,12.64
2.45200,47.03,,12.61
2.45210,46.97,,12.57
2.45220,47.26,,12.57
2.45230,47.55,,12.54
2.45240,47.58,,12.71
2.45250,47.53,,12.74
2.45260,47.46,,12.64
2.45270,47.41,,12.81
2.45280,48.27,,12.71
2.45290,48.26,,12.81
2.45300,48.02,,12.57
2.45310,48.02,,12.57
2.45320,48.06,,12.67
2.45330,48.08,,12.71
2.45340,47.67,,12.67
2.45350,47.70,,12.84
2.45360,48.18,,12.67
2.45370,48.33,,12.57
2.45380,47.85,,12.61
2.45390,48.20,,12.57
2.45400,48.61,,12.61
2.45410,48.67,,12.57
2.45420,48.62,,12.77
2.45430,49.11,,12.61
2.45440,48.83,,12.84
2.45450,48.67,,12.95
2.45460,48.57,,12.71
2.45470,48.78,,12.67
2.45480,48.90,,12.57
2.45490,49.09,,12.61
2.45500,49.07,,12.57
2.45510,49.32,,12.77
2.45520,49.15,,12.81
2.45530,48.99,,12.98
2.45540,48.76,,12.81
2.45550,48.55,,12.98
2.45560,48.07,,12.81
2.45570,48.14,,12.71
2.45580,48.48,,12.54
2.45590,48.84,,12.57
2.45600,48.90,,12.67
2.45610,48.85,,12.71
2.45620,49.00,,12.91
2.45630,48.94,,13.02
2.45640,48.63,,12.84
2.45650,48.61,,12.81
2.45660,48.69,,12.71
2.45670,48.70,,12.67
2.45680,48.57,,12.71
2.45690,48.48,,12.61
2.45700,48.39,,12.77
2.45710,48.58,,12.81
2.45720,48.74,,12.98
2.45730,48.93,,13.19
2.45740,48.91,,13.02
2.45750,49.03,,12.98
2.45760,49.28,,12.81
2.45770,49.36,,12.57
2.45780,49.82,,12.67
2.45790,49.86,,12.91
2.45800,50.22,,13.02
2.45810,50.47,,12.98
2.45820,50.49,,12.98
2.45830,50.26,,12.95
2.45840,50.55,,12.98
2.45850,50.72,,12.81
2.45860,50.69,,12.64
2.45870,51.01,,12.61
2.45880,51.19,,12.77
2.45890,51.35,,13.02
2.45900,51.53,,13.12
2.45910,51.89,,13.09
2.45920,51.97,,12.84
2.45930,51.90,,12.91
2.45940,51.42,,12.81
2.45950,50.97,,12.91
2.45960,51.20,,12.88
2.45970,51.55,,12.91
2.45980,52.03,,12.88
2.45990,52.24,,13.05
2.46000,52.27,,13.16
2.46010,52.27,,13.19
2.46020,52.63,,12.98
2.46030,52.97,,12.81
2.46040,53.18,,12.77
2.46050,53.81,,12.81
2.46060,54.49,,12.77
2.46070,54.80,,13.02
2.46080,55.21,,12.98
2.46090,55.58,,13.02
2.46100,55.99,,13.12
2.46110,56.08,,13.09
2.46120,55.84,,12.98
2.46130,55.81,,12.98
2.46140,56.44,,12.81
2.46150,56.59,,12.77
2.46160,56.87,,12.81
2.46170,57.23,,13.19
2.46180,57.31,,13.24
2.46190,57.53,,13.12
2.46200,57.43,,13.09
2.46210,57.68,,13.19
2.46220,58.08,,12.98
2.46230,58.49,,12.81
2.46240,58.75,,12.77
2.46250,59.54,,12.81
2.46260,60.95,,12.77
2.46270,61.33,,13.02
2.46280,61.36,,13.41
2.46290,60.79,,13.24
2.46300,60.21,,13.41
2.46310,59.62,,12.95
2.46320,59.64,,12.71
2.46330,59.75,,12.71
2.46340,60.44,,12.67
2.46350,60.98,,12.98
2.46360,61.07,,13.16
2.46370,60.90,,13.34
2.46380,60.30,,13.31
2.46390,60.27,,13.34
2.46400,60.42,,13.09
2.46410,60.44,,12.98
2.46420,60.62,,12.98
2.46430,60.51,,12.81
2.46440,60.13,,12.84
2.46450,59.76,,13.16
2.46460,60.09,,13.19
2.46470,59.69,,13.39
2.46480,59.23,,13.27
2.46490,58.72,,13.24
2.46500,58.36,,13.12
2.46510,58.35,,12.88
2.46520,58.50,,12.91
2.46530,58.50,,12.98
2.46540,57.80,,13.24
2.46550,56.99,,13.27
2.46560,57.28,,13.39
2.46570,57.91,,13.27
2.46580,57.77,,13.09
2.46590,57.93,,12.98
2.46600,57.92,,13.16
2.46610,57.97,,13.05
2.46620,57.51,,13.12
2.46630,57.47,,13.24
2.46640,57.51,,13.19
2.46650,57.33,,13.24
2.46660,57.03,,13.19
2.46670,56.43,,13.39
2.46680,55.71,,13.27
2.46690,55.35,,13.24
2.46700,54.82,,12.98
2.46710,54.90,,13.24
2.46720,54.54,,13.12
2.46730,54.58,,13.27
2.46740,54.26,,13.24
2.46750,53.57,,13.41
2.46760,53.28,,13.09
2.46770,53.27,,13.12
2.46780,53.21,,13.24
2.46790,53.38,,13.41
2.46800,53.12,,13.39
2.46810,52.59,,13.27
2.46820,52.22,,13.41
2.46830,51.94,,13.24
2.46840,51.63,,13.19
2.46850,51.64,,13.16
2.46860,51.57,,13.27
2.46870,50.95,,13.09
2.46880,50.84,,13.12
2.46890,50.88,,13.24
2.46900,50.54,,13.41
2.46910,50.50,,13.39
2.46920,50.42,,13.49
2.46930,50.28,,13.34
2.46940,49.55,,13.24
2.46950,49.39,,13.27
2.46960,49.49,,13.24
2.46970,49.58,,13.27
2.46980,49.52,,13.39
2.46990,49.36,,13.41
2.47000,49.04,,13.39
2.47010,48.56,,13.41
2.47020,48.00,,13.41
2.47030,47.68,,13.24
2.47040,46.94,,13.27
2.47050,46.93,,13.02
2.47060,46.24,,13.19
2.47070,46.11,,13.24
2.47080,46.04,,13.41
2.47090,45.22,,13.46
2.47100,45.28,,13.49
2.47110,44.64,,13.54
2.47120,43.90,,13.27
2.47130,43.38,,13.41
2.47140,42.71,,13.24
2.47150,43.15,,13.12
2.47160,42.86,,13.24
2.47170,42.78,,13.49
2.47180,43.31,,13.61
2.47190,43.37,,13.72
2.47200,43.15,,13.46
2.47210,43.07,,13.41
2.47220,43.56,,13.19
2.47230,43.20,,13.39
2.47240,42.86,,13.27
2.47250,42.17,,13.24
2.47260,41.96,,13.41
2.47270,41.76,,13.54
2.47280,40.75,,13.56
2.47290,39.65,,13.69
2.47300,38.65,,13.56
2.47310,38.07,,13.31
2.47320,37.55,,13.19
2.47330,37.00,,12.98
2.47340,36.76,,13.24
2.47350,36.61,,13.41
2.47360,36.18,,13.69
2.47370,35.80,,13.56
2.47380,35.17,,13.69
2.47390,34.93,,13.41
2.47400,34.46,,13.54
2.47410,34.28,,13.41
2.47420,33.81,,13.56
2.47430,32.99,,13.54
2.47440,32.56,,13.27
2.47450,32.02,,13.54
2.47460,31.52,,13.56
2.47470,30.51,,13.85
2.47480,30.24,,13.56
2.47490,29.77,,13.39
2.47500,29.00,,13.27
