桩号(km),左高程(mm),右高程(mm),速度(m/s)
0.09950,58.14,,3.05
0.09960,58.22,,3.03
0.09970,58.19,,3.10
0.09980,58.06,,3.08
0.09990,57.81,,3.12
0.10000,57.31,,3.13
0.10010,56.47,,3.19
0.10020,55.45,,3.15
0.10030,54.45,,3.19
0.10040,53.61,,3.25
0.10050,53.04,,3.25
0.10060,52.78,,3.22
0.10070,52.78,,3.28
0.10080,53.09,,3.30
0.10090,53.68,,3.28
0.10100,54.48,,3.38
0.10110,55.37,,3.25
0.10120,56.23,,3.38
0.10130,56.94,,3.38
0.10140,57.44,,3.45
0.10150,57.78,,3.41
0.10160,57.84,,3.45
0.10170,57.59,,3.50
0.10180,57.10,,3.48
0.10190,56.46,,3.50
0.10200,55.84,,3.64
0.10210,55.32,,3.56
0.10220,54.94,,3.58
0.10230,54.70,,3.66
0.10240,54.56,,3.69
0.10250,54.52,,3.71
0.10260,54.60,,3.63
0.10270,54.78,,3.78
0.10280,55.14,,3.80
0.10290,55.76,,3.71
0.10300,56.63,,3.80
0.10310,57.63,,3.82
0.10320,58.64,,3.87
0.10330,59.65,,3.83
0.10340,60.49,,3.89
0.10350,61.20,,3.91
0.10360,61.88,,3.93
0.10370,62.58,,3.94
0.10380,63.38,,3.93
0.10390,64.24,,4.02
0.10400,64.96,,4.05
0.10410,65.55,,3.94
0.10420,66.00,,4.01
0.10430,66.33,,4.15
0.10440,66.55,,4.15
0.10450,66.66,,4.14
0.10460,66.65,,4.02
0.10470,66.56,,4.22
0.10480,66.44,,4.28
0.10490,66.24,,4.22
0.10500,65.94,,4.19
0.10510,65.51,,4.27
0.10520,64.98,,4.28
0.10530,64.47,,4.33
0.10540,64.22,,4.41
0.10550,64.17,,4.33
0.10560,64.28,,4.41
0.10570,64.46,,4.52
0.10580,64.69,,4.41
0.10590,64.94,,4.47
0.10600,65.22,,4.51
0.10610,65.55,,4.52
0.10620,65.94,,4.62
0.10630,66.49,,4.63
0.10640,67.23,,4.57
0.10650,68.18,,4.62
0.10660,69.20,,4.73
0.10670,70.11,,4.73
0.10680,70.84,,4.68
0.10690,71.40,,4.78
0.10700,71.73,,4.79
0.10710,71.77,,4.84
0.10720,71.49,,4.85
0.10730,70.86,,4.78
0.10740,69.95,,4.85
0.10750,68.82,,4.91
0.10760,67.50,,4.96
0.10770,66.01,,4.85
0.10780,64.45,,5.09
0.10790,62.91,,5.09
0.10800,61.38,,5.03
0.10810,59.89,,4.97
0.10820,58.46,,5.09
0.10830,57.11,,5.09
0.10840,55.82,,5.09
0.10850,54.66,,5.09
0.10860,53.70,,5.16
0.10870,52.99,,5.16
0.10880,52.51,,5.16
0.10890,52.28,,5.16
0.10900,52.25,,5.29
0.10910,52.40,,5.37
0.10920,52.77,,5.23
0.10930,53.35,,5.09
0.10940,53.99,,5.16
0.10950,54.56,,5.37
0.10960,55.05,,5.52
0.10970,55.52,,5.37
0.10980,56.00,,5.22
0.10990,56.40,,5.29
0.11000,56.69,,5.44
0.11010,56.89,,5.44
0.11020,56.98,,5.44
0.11030,56.92,,5.51
0.11040,56.73,,5.51
0.11050,56.34,,5.40
0.11060,55.72,,5.47
0.11070,54.91,,5.44
0.11080,54.00,,5.59
0.11090,53.01,,5.67
0.11100,51.98,,5.59
0.11110,50.95,,5.44
0.11120,49.97,,5.59
0.11130,49.08,,5.75
0.11140,48.32,,5.67
0.11150,47.74,,5.67
0.11160,47.33,,5.52
0.11170,47.05,,5.67
0.11180,46.86,,5.84
0.11190,46.76,,5.83
0.11200,46.78,,5.59
0.11210,46.88,,5.59
0.11220,47.03,,5.75
0.11230,47.26,,5.92
0.11240,47.58,,5.92
0.11250,47.95,,5.67
0.11260,48.34,,5.71
0.11270,48.72,,5.88
0.11280,49.13,,5.87
0.11290,49.54,,5.84
0.11300,49.90,,5.79
0.11310,50.21,,5.93
0.11320,50.46,,5.92
0.11330,50.60,,5.93
0.11340,50.68,,5.96
0.11350,50.70,,5.87
0.11360,50.65,,5.88
0.11370,50.55,,6.01
0.11380,50.47,,6.06
0.11390,50.36,,6.10
0.11400,50.12,,5.97
0.11410,49.75,,5.96
0.11420,49.33,,6.02
0.11430,48.96,,6.01
0.11440,48.61,,6.01
0.11450,48.23,,6.11
0.11460,47.82,,6.05
0.11470,47.40,,6.06
0.11480,47.02,,6.01
0.11490,46.69,,6.02
0.11500,46.36,,6.10
0.11510,46.00,,6.11
0.11520,45.60,,6.10
0.11530,45.21,,6.11
0.11540,44.87,,6.01
0.11550,44.55,,6.01
0.11560,44.23,,6.02
0.11570,43.93,,6.10
0.11580,43.70,,6.11
0.11590,43.52,,6.01
0.11600,43.38,,6.02
0.11610,43.23,,6.10
0.11620,43.05,,6.11
0.11630,42.94,,6.10
0.11640,42.87,,6.01
0.11650,42.82,,6.02
0.11660,42.80,,5.92
0.11670,42.80,,6.02
0.11680,42.82,,6.14
0.11690,42.89,,6.25
0.11700,43.02,,5.92
0.11710,43.15,,5.59
0.11720,43.22,,5.83
0.11730,43.21,,6.11
0.11740,43.20,,6.14
0.11750,43.22,,5.96
0.11760,43.29,,5.75
0.11770,43.42,,5.83
0.11780,43.66,,5.75
0.11790,43.99,,5.75
0.11800,44.42,,5.67
0.11810,44.97,,5.83
0.11820,45.70,,5.75
0.11830,46.57,,5.67
0.11840,47.54,,5.59
0.11850,48.60,,5.59
0.11860,49.78,,5.59
0.11870,51.04,,5.44
0.11880,52.35,,5.44
0.11890,53.66,,5.44
0.11900,54.89,,5.44
0.11910,56.06,,5.22
0.11920,57.16,,5.29
0.11930,58.15,,5.29
0.11940,59.05,,5.09
0.11950,59.84,,5.09
0.11960,60.51,,5.09
0.11970,61.11,,5.09
0.11980,61.62,,4.96
0.11990,61.99,,4.85
0.12000,62.26,,4.90
0.12010,62.43,,4.79
0.12020,62.46,,4.73
0.12030,62.38,,4.68
0.12040,62.21,,4.52
0.12050,61.96,,4.51
0.12060,61.71,,4.47
0.12070,61.48,,4.41
0.12080,61.27,,4.28
0.12090,61.09,,4.22
0.12100,60.92,,4.19
0.12110,60.75,,4.01
0.12120,60.55,,4.02
0.12130,60.42,,3.93
0.12140,60.38,,3.80
0.12150,60.29,,3.73
0.12160,60.15,,3.64
0.12170,60.00,,3.56
0.12180,59.96,,3.45
0.12190,60.14,,3.35
0.12200,60.47,,3.31
0.12210,60.98,,3.17
0.12220,61.61,,3.03
0.12230,62.14,,2.89
0.12240,62.44,,2.87
0.12250,62.50,,2.74
0.12260,62.35,,2.60
0.12270,62.28,,2.44
0.12280,62.58,,2.44
0.12290,63.24,,2.22
0.12300,64.10,,2.08
0.12310,65.09,,2.02
0.12320,66.81,,1.78
0.12330,69.13,,1.65
0.12340,71.18,,1.52
0.12350,71.48,,1.39
0.12360,68.91,,1.26
0.12370,63.08,,1.12
0.12380,55.84,,1.01
0.12390,51.27,,0.89
0.12400,53.39,,0.73
0.12410,60.83,,0.57
0.12420,61.42,,0.36
0.12430,55.95,,0.01
0.12440,58.14,,0.31
0.12450,59.35,,0.46
0.12460,59.60,,0.56
0.12470,59.08,,0.61
0.12480,59.32,,0.67
0.12490,59.84,,0.73
0.12500,60.87,,0.74
0.12510,60.16,,0.75
0.12520,57.70,,0.74
0.12530,53.42,,0.66
0.12540,48.75,,0.55
0.12550,51.04,,0.32
0.12560,59.19,,0.07
0.12570,60.54,,0.54
0.12580,61.19,,0.77
0.12590,60.50,,0.95
0.12600,60.28,,1.09
0.12610,61.63,,1.22
0.12620,63.36,,1.36
0.12630,64.15,,1.46
0.12640,63.99,,1.54
0.12650,63.28,,1.63
0.12660,62.34,,1.72
0.12670,61.38,,1.79
0.12680,60.62,,1.84
0.12690,60.22,,1.93
0.12700,60.35,,2.00
0.12710,60.82,,2.02
0.12720,61.27,,2.12
0.12730,61.20,,2.12
0.12740,60.58,,2.21
0.12750,53.79,,2.24
0.12760,47.45,,2.31
0.12770,45.70,,2.35
0.12780,44.12,,2.38
0.12790,42.90,,2.42
0.12800,41.98,,2.45
0.12810,41.37,,2.51
0.12820,41.08,,2.51
0.12830,41.17,,2.56
0.12840,41.58,,2.61
0.12850,42.14,,2.61
0.12860,42.64,,2.66
0.12870,42.84,,2.72
0.12880,42.68,,2.74
0.12890,42.23,,2.78
0.12900,41.66,,2.85
0.12910,41.23,,2.82
0.12920,40.99,,2.89
0.12930,40.86,,2.92
0.12940,40.78,,2.92
0.12950,40.76,,2.98
0.12960,40.90,,3.01
0.12970,41.29,,3.05
0.12980,41.90,,3.05
0.12990,42.61,,3.14
0.13000,43.25,,3.15
0.13010,43.79,,3.17
0.13020,44.25,,3.25
0.13030,44.65,,3.27
0.13040,44.99,,3.30
0.13050,45.25,,3.37
0.13060,45.42,,3.38
0.13070,45.45,,3.42
0.13080,45.33,,3.47
0.13090,45.19,,3.45
0.13100,45.08,,3.56
0.13110,45.08,,3.64
0.13120,45.25,,3.53
0.13130,45.64,,3.64
0.13140,46.19,,3.73
0.13150,46.92,,3.66
0.13160,47.85,,3.71
0.13170,48.89,,3.80
0.13180,50.01,,3.82
0.13190,51.17,,3.83
0.13200,52.26,,3.86
0.13210,53.21,,3.87
0.13220,53.94,,3.93
0.13230,54.33,,3.94
0.13240,54.35,,4.02
0.13250,54.12,,4.01
0.13260,53.60,,4.02
0.13270,52.90,,4.14
0.13280,52.18,,4.15
0.13290,51.42,,4.09
0.13300,50.63,,4.19
0.13310,49.78,,4.22
0.13320,48.91,,4.28
0.13330,48.09,,4.22
0.13340,47.32,,4.24
0.13350,46.68,,4.33
0.13360,46.36,,4.46
0.13370,46.41,,4.33
0.13380,46.69,,4.32
0.13390,46.91,,4.42
0.13400,47.12,,4.46
0.13410,47.29,,4.42
0.13420,47.18,,4.46
0.13430,46.79,,4.47
0.13440,46.29,,4.56
0.13450,45.65,,4.57
0.13460,44.90,,4.47
0.13470,44.15,,4.62
0.13480,43.26,,4.63
0.13490,42.28,,4.67
0.13500,41.33,,4.63
0.13510,40.49,,4.73
0.13520,39.80,,4.73
0.13530,39.31,,4.67
0.13540,38.98,,4.68
0.13550,38.83,,4.79
0.13560,38.86,,4.84
0.13570,39.01,,4.68
0.13580,39.39,,4.73
0.13590,40.03,,4.85
0.13600,40.94,,4.73
0.13610,42.08,,4.68
0.13620,43.23,,4.96
0.13630,44.34,,4.91
0.13640,45.49,,4.67
0.13650,46.55,,4.73
0.13660,47.44,,4.97
0.13670,48.15,,4.96
0.13680,48.74,,4.91
0.13690,49.21,,4.84
0.13700,49.58,,4.97
0.13710,49.82,,4.96
0.13720,49.98,,4.97
0.13730,50.18,,4.90
0.13740,50.34,,4.97
0.13750,50.47,,5.03
0.13760,50.61,,5.09
0.13770,50.84,,5.09
0.13780,51.23,,5.16
0.13790,51.72,,5.09
0.13800,52.15,,4.96
0.13810,52.57,,5.16
0.13820,52.97,,5.37
0.13830,53.41,,5.29
0.13840,53.92,,5.03
0.13850,54.61,,5.23
0.13860,55.46,,5.29
0.13870,56.40,,5.22
0.13880,57.36,,5.29
0.13890,58.32,,5.29
0.13900,59.25,,5.37
0.13910,60.12,,5.37
0.13920,60.88,,5.29
0.13930,61.51,,5.37
0.13940,61.97,,5.44
0.13950,62.22,,5.44
0.13960,62.26,,5.52
0.13970,62.16,,5.44
0.13980,61.89,,5.44
0.13990,61.45,,5.51
0.14000,60.85,,5.52
0.14010,60.04,,5.59
0.14020,58.99,,5.55
0.14030,57.83,,5.55
0.14040,56.56,,5.59
0.14050,55.20,,5.51
0.14060,53.84,,5.59
0.14070,52.61,,5.75
0.14080,51.50,,5.59
0.14090,50.51,,5.67
0.14100,49.58,,5.67
0.14110,48.73,,5.84
0.14120,48.00,,5.67
0.14130,47.29,,5.63
0.14140,46.50,,5.63
0.14150,45.68,,5.75
0.14160,44.87,,5.84
0.14170,44.03,,5.75
0.14180,43.18,,5.75
0.14190,42.38,,5.75
0.14200,41.70,,5.84
0.14210,41.16,,5.75
0.14220,40.72,,5.75
0.14230,40.37,,5.83
0.14240,40.02,,5.93
0.14250,39.65,,6.01
0.14260,39.36,,5.83
0.14270,39.29,,5.75
0.14280,39.21,,5.83
0.14290,39.03,,5.97
0.14300,38.81,,5.96
0.14310,38.73,,5.84
0.14320,38.71,,5.92
0.14330,38.53,,6.02
0.14340,38.25,,5.92
0.14350,38.01,,5.92
0.14360,37.87,,5.93
0.14370,37.64,,6.01
0.14380,37.33,,6.06
0.14390,36.98,,6.05
0.14400,36.60,,6.02
0.14410,36.18,,6.01
0.14420,35.66,,5.93
0.14430,35.05,,5.92
0.14440,34.39,,6.11
0.14450,33.77,,6.29
0.14460,33.25,,6.10
0.14470,32.83,,5.84
0.14480,32.45,,6.19
0.14490,32.10,,6.20
0.14500,31.87,,6.10
0.14510,31.72,,5.93
0.14520,31.50,,6.19
0.14530,31.36,,6.62
0.14540,31.32,,6.19
0.14550,31.26,,5.83
0.14560,31.06,,5.84
0.14570,30.86,,6.54
0.14580,30.86,,6.56
0.14590,30.93,,5.87
0.14600,30.93,,5.97
0.14610,31.10,,6.60
0.14620,31.66,,6.73
0.14630,32.54,,6.01
0.14640,33.51,,5.59
0.14650,34.36,,6.19
0.14660,35.24,,6.65
0.14670,36.17,,6.67
0.14680,37.08,,6.39
0.14690,37.91,,6.11
0.14700,38.66,,6.10
0.14710,39.30,,6.02
0.14720,39.75,,6.29
0.14730,40.05,,6.51
0.14740,40.29,,6.49
0.14750,40.46,,6.39
0.14760,40.55,,6.40
0.14770,40.52,,6.54
0.14780,40.46,,6.30
0.14790,40.27,,5.87
0.14800,39.78,,6.11
0.14810,39.02,,6.60
0.14820,38.21,,6.97
0.14830,37.56,,6.76
0.14840,37.08,,6.35
0.14850,36.65,,6.01
0.14860,36.22,,6.29
0.14870,35.85,,6.56
0.14880,35.62,,6.65
0.14890,35.52,,6.40
0.14900,35.46,,6.39
0.14910,35.52,,6.35
0.14920,35.65,,6.65
0.14930,35.76,,6.56
0.14940,35.78,,6.34
0.14950,35.73,,6.19
0.14960,35.81,,6.35
0.14970,36.14,,6.94
0.14980,36.75,,6.91
0.14990,37.55,,6.39
0.15000,38.47,,6.11
0.15010,39.27,,6.39
0.15020,39.94,,6.67
0.15030,40.59,,6.65
0.15040,41.22,,6.73
0.15050,41.77,,6.39
0.15060,42.27,,6.49
0.15070,42.66,,6.30
0.15080,42.90,,6.49
0.15090,43.16,,7.15
0.15100,43.59,,6.88
0.15110,44.07,,6.20
0.15120,44.36,,6.29
0.15130,44.43,,6.62
0.15140,44.47,,6.94
0.15150,44.56,,6.71
0.15160,44.52,,6.30
0.15170,44.34,,6.60
0.15180,44.21,,6.85
0.15190,44.17,,6.65
0.15200,43.94,,6.46
0.15210,43.70,,6.65
0.15220,43.64,,6.97
0.15230,43.81,,6.88
0.15240,43.95,,6.62
0.15250,43.96,,6.29
0.15260,43.94,,6.49
0.15270,44.16,,6.97
0.15280,44.45,,6.82
0.15290,44.65,,6.85
0.15300,44.86,,6.65
0.15310,45.16,,6.56
0.15320,45.55,,6.71
0.15330,46.02,,6.67
0.15340,46.47,,6.76
0.15350,46.85,,6.88
0.15360,47.29,,6.79
0.15370,47.78,,6.49
0.15380,48.33,,6.62
0.15390,48.83,,6.76
0.15400,49.33,,7.03
0.15410,50.01,,6.94
0.15420,50.92,,6.73
0.15430,51.83,,6.71
0.15440,52.69,,6.67
0.15450,53.46,,6.65
0.15460,54.02,,6.60
0.15470,54.30,,7.09
0.15480,54.37,,7.12
0.15490,54.43,,6.91
0.15500,54.43,,6.71
0.15510,54.20,,6.62
0.15520,53.90,,6.94
0.15530,53.65,,7.09
0.15540,53.47,,6.65
0.15550,53.34,,6.39
0.15560,53.08,,6.91
0.15570,52.72,,7.19
0.15580,52.39,,7.22
0.15590,52.22,,7.06
0.15600,52.15,,6.40
0.15610,51.98,,6.60
0.15620,51.68,,7.15
0.15630,51.37,,7.06
0.15640,51.15,,6.97
0.15650,51.02,,6.65
0.15660,50.97,,6.71
0.15670,51.10,,7.09
0.15680,51.35,,7.06
0.15690,51.56,,6.73
0.15700,51.64,,6.71
0.15710,51.66,,6.73
0.15720,51.79,,7.19
0.15730,52.05,,6.97
0.15740,52.27,,6.71
0.15750,52.41,,6.82
0.15760,52.63,,6.85
0.15770,53.05,,6.88
0.15780,53.48,,6.91
0.15790,53.80,,6.94
0.15800,54.12,,6.97
0.15810,54.59,,6.94
0.15820,55.08,,6.62
0.15830,55.46,,6.49
0.15840,55.59,,7.09
0.15850,55.70,,7.38
0.15860,55.88,,7.00
0.15870,56.07,,6.51
0.15880,56.16,,6.60
0.15890,56.19,,7.03
0.15900,56.23,,7.12
0.15910,56.19,,7.09
0.15920,56.12,,6.71
0.15930,55.91,,6.62
0.15940,55.53,,6.82
0.15950,54.95,,6.82
0.15960,54.26,,6.97
0.15970,53.55,,7.06
0.15980,52.89,,7.22
0.15990,52.27,,6.82
0.16000,51.69,,6.73
0.16010,51.02,,6.71
0.16020,50.34,,7.09
0.16030,49.65,,6.94
0.16040,48.93,,6.67
0.16050,48.20,,6.76
0.16060,47.33,,7.06
0.16070,46.47,,7.29
0.16080,45.60,,7.06
0.16090,44.71,,6.97
0.16100,43.87,,6.65
0.16110,43.29,,6.85
0.16120,42.99,,7.00
0.16130,42.95,,6.91
0.16140,43.06,,6.71
0.16150,43.26,,6.85
0.16160,43.42,,6.94
0.16170,43.64,,7.32
0.16180,43.95,,7.22
0.16190,44.38,,6.76
0.16200,44.78,,6.56
0.16210,45.17,,6.88
0.16220,45.60,,7.03
0.16230,46.08,,6.88
0.16240,46.51,,6.85
0.16250,46.82,,7.00
0.16260,47.08,,7.19
0.16270,47.29,,7.03
0.16280,47.39,,6.76
0.16290,47.31,,6.73
0.16300,47.11,,6.94
0.16310,46.91,,7.03
0.16320,46.68,,6.82
0.16330,46.35,,6.85
0.16340,45.99,,7.06
0.16350,45.71,,7.29
0.16360,45.54,,7.19
0.16370,45.47,,6.94
0.16380,45.39,,6.67
0.16390,45.36,,6.76
0.16400,45.35,,6.79
0.16410,45.28,,7.00
0.16420,45.09,,7.09
0.16430,44.79,,7.19
0.16440,44.41,,7.09
0.16450,43.96,,7.06
0.16460,43.46,,6.76
0.16470,42.84,,6.79
0.16480,42.00,,6.94
0.16490,41.00,,7.03
0.16500,40.10,,6.88
0.16510,39.32,,6.97
0.16520,38.59,,7.06
0.16530,37.76,,7.09
0.16540,36.99,,6.94
0.16550,36.50,,6.85
0.16560,36.21,,7.06
0.16570,36.09,,7.06
0.16580,36.02,,6.91
0.16590,35.92,,6.76
0.16600,35.88,,6.97
0.16610,36.03,,7.06
0.16620,36.56,,7.09
0.16630,37.19,,7.00
0.16640,37.83,,6.79
0.16650,38.39,,7.00
0.16660,38.93,,7.00
0.16670,39.55,,6.85
0.16680,40.26,,6.76
0.16690,41.06,,6.79
0.16700,41.88,,7.06
0.16710,42.66,,7.35
0.16720,43.45,,7.12
0.16730,44.36,,6.46
0.16740,45.34,,6.54
0.16750,46.27,,7.22
0.16760,47.25,,7.74
0.16770,48.45,,7.25
0.16780,49.89,,6.30
0.16790,51.20,,6.39
0.16800,52.20,,7.29
0.16810,53.15,,7.81
0.16820,54.17,,7.42
0.16830,55.24,,6.54
0.16840,56.07,,6.30
0.16850,56.49,,6.94
0.16860,56.81,,7.97
0.16870,57.01,,7.71
0.16880,57.24,,6.71
0.16890,57.36,,6.16
0.16900,57.16,,6.65
0.16910,56.64,,7.29
0.16920,56.06,,7.45
0.16930,55.42,,7.35
0.16940,54.66,,7.38
0.16950,53.88,,7.22
0.16960,53.31,,6.76
0.16970,52.75,,6.71
0.16980,52.13,,6.73
0.16990,51.40,,7.25
0.17000,50.69,,7.42
0.17010,49.98,,7.52
0.17020,49.42,,7.35
0.17030,48.82,,7.06
0.17040,48.47,,6.97
0.17050,48.34,,6.94
0.17060,48.36,,7.00
0.17070,48.36,,7.03
0.17080,48.46,,6.94
0.17090,49.38,,7.49
0.17100,51.89,,7.25
0.17110,52.37,,6.91
0.17120,52.93,,7.12
0.17130,53.38,,7.42
0.17140,53.84,,7.38
0.17150,54.47,,7.15
0.17160,55.21,,6.82
0.17170,55.94,,6.60
0.17180,56.53,,7.35
0.17190,57.14,,7.59
0.17200,57.86,,7.56
0.17210,58.63,,7.32
0.17220,59.34,,7.22
0.17230,60.12,,7.00
0.17240,60.91,,7.22
0.17250,61.64,,7.06
0.17260,62.18,,6.94
0.17270,62.55,,7.22
0.17280,62.86,,7.59
0.17290,63.17,,7.56
0.17300,63.40,,7.45
0.17310,63.49,,7.15
0.17320,63.35,,6.94
0.17330,62.96,,6.97
0.17340,62.49,,7.52
0.17350,61.96,,7.56
0.17360,61.32,,7.38
0.17370,60.59,,7.38
0.17380,59.76,,7.22
0.17390,58.89,,7.25
0.17400,57.97,,7.56
0.17410,57.13,,7.59
0.17420,56.35,,7.49
0.17430,55.59,,7.19
0.17440,54.74,,7.09
0.17450,53.90,,7.45
0.17460,53.13,,7.59
0.17470,52.42,,7.64
0.17480,51.73,,7.45
0.17490,51.04,,7.29
0.17500,50.36,,7.38
0.17510,49.81,,7.56
0.17520,49.39,,7.52
0.17530,49.08,,7.29
0.17540,48.81,,7.38
0.17550,48.68,,7.64
0.17560,48.65,,7.45
0.17570,48.72,,7.45
0.17580,48.89,,7.49
0.17590,49.13,,7.59
0.17600,49.46,,7.71
0.17610,49.88,,7.59
0.17620,50.36,,7.42
0.17630,50.83,,7.19
0.17640,51.26,,7.56
0.17650,51.70,,7.81
0.17660,52.20,,7.74
0.17670,52.77,,7.49
0.17680,53.31,,7.32
0.17690,53.77,,7.49
0.17700,54.16,,7.74
0.17710,54.55,,7.79
0.17720,54.95,,7.52
0.17730,55.25,,7.49
0.17740,55.45,,7.59
0.17750,55.54,,7.64
0.17760,55.62,,7.66
0.17770,55.66,,7.59
0.17780,55.62,,7.71
0.17790,55.44,,7.66
0.17800,55.08,,7.64
0.17810,54.51,,7.59
0.17820,53.88,,7.56
0.17830,53.24,,7.66
0.17840,52.58,,7.79
0.17850,51.86,,7.81
0.17860,51.12,,7.59
0.17870,50.27,,7.56
0.17880,49.44,,7.74
0.17890,48.69,,7.79
0.17900,48.02,,7.81
0.17910,47.33,,7.64
0.17920,46.59,,7.66
0.17930,45.86,,7.79
0.17940,45.20,,7.81
0.17950,44.57,,7.86
0.17960,44.00,,7.81
0.17970,43.48,,7.74
0.17980,43.06,,7.86
0.17990,42.79,,7.59
0.18000,42.52,,7.56
0.18010,42.22,,8.05
0.18020,42.00,,8.19
0.18030,41.87,,7.81
0.18040,41.88,,7.49
0.18050,41.92,,7.38
0.18060,41.80,,7.74
0.18070,41.64,,8.45
0.18080,41.55,,8.38
0.18090,41.58,,8.10
0.18100,41.65,,7.45
0.18110,41.76,,7.49
0.18120,41.93,,7.89
0.18130,42.15,,8.10
0.18140,42.43,,8.21
0.18150,42.76,,7.94
0.18160,43.09,,7.52
0.18170,43.29,,7.81
0.18180,43.45,,8.27
0.18190,43.66,,8.38
0.18200,43.88,,8.10
0.18210,44.08,,7.74
0.18220,44.21,,7.64
0.18230,44.25,,7.89
0.18240,44.30,,8.27
0.18250,44.31,,8.21
0.18260,44.28,,8.05
0.18270,44.20,,7.79
0.18280,44.07,,7.89
0.18290,44.07,,8.45
0.18300,44.22,,8.38
0.18310,44.53,,7.71
0.18320,44.77,,7.52
0.18330,44.78,,8.27
0.18340,44.83,,8.56
0.18350,44.93,,8.45
0.18360,44.98,,7.89
0.18370,45.11,,7.74
0.18380,45.27,,7.86
0.18390,45.51,,7.97
0.18400,45.80,,8.10
0.18410,46.05,,8.21
0.18420,46.22,,8.10
0.18430,46.37,,8.13
0.18440,46.61,,8.27
0.18450,46.96,,8.38
0.18460,47.41,,8.21
0.18470,47.88,,8.02
0.18480,48.42,,7.89
0.18490,49.00,,7.94
0.18500,49.58,,7.97
0.18510,50.12,,8.19
0.18520,50.61,,8.38
0.18530,51.08,,8.19
0.18540,51.58,,8.05
0.18550,52.11,,8.10
0.18560,52.68,,8.13
0.18570,53.30,,8.30
0.18580,53.91,,8.19
0.18590,54.48,,8.05
0.18600,54.99,,8.02
0.18610,55.45,,8.21
0.18620,55.87,,8.19
0.18630,56.30,,8.21
0.18640,56.69,,8.10
0.18650,57.03,,8.05
0.18660,57.32,,8.13
0.18670,57.57,,8.27
0.18680,57.78,,8.30
0.18690,57.93,,8.19
0.18700,58.02,,8.13
0.18710,58.04,,8.10
0.18720,57.98,,8.05
0.18730,57.89,,8.27
0.18740,57.76,,8.38
0.18750,57.62,,8.27
0.18760,57.42,,8.13
0.18770,57.11,,8.05
0.18780,56.73,,8.10
0.18790,56.27,,8.13
0.18800,55.80,,8.45
0.18810,55.32,,8.30
0.18820,54.83,,8.19
0.18830,54.32,,8.13
0.18840,53.79,,8.19
0.18850,53.28,,8.21
0.18860,52.79,,8.27
0.18870,52.31,,8.21
0.18880,51.82,,8.21
0.18890,51.29,,8.10
0.18900,50.75,,8.21
0.18910,50.25,,8.27
0.18920,49.83,,8.38
0.18930,49.49,,8.27
0.18940,49.21,,8.05
0.18950,48.92,,8.10
0.18960,48.65,,8.13
0.18970,48.41,,8.30
0.18980,48.21,,8.27
0.18990,48.10,,8.21
0.19000,48.08,,8.10
0.19010,48.13,,8.13
0.19020,48.22,,8.19
0.19030,48.36,,8.21
0.19040,48.55,,8.27
0.19050,48.80,,8.21
0.19060,49.06,,8.10
0.19070,49.33,,8.05
0.19080,49.56,,8.05
0.19090,49.80,,8.27
0.19100,50.09,,8.38
0.19110,50.41,,8.19
0.19120,50.73,,8.13
0.19130,50.94,,8.02
0.19140,51.09,,8.13
0.19150,51.23,,8.27
0.19160,51.37,,8.21
0.19170,51.49,,8.21
0.19180,51.57,,8.10
0.19190,51.59,,7.97
0.19200,51.56,,8.19
0.19210,51.48,,8.13
0.19220,51.38,,8.27
0.19230,51.24,,8.13
0.19240,51.04,,8.10
0.19250,50.79,,8.13
0.19260,50.47,,8.19
0.19270,50.08,,8.13
0.19280,49.65,,8.21
0.19290,49.21,,8.19
0.19300,48.77,,8.13
0.19310,48.26,,8.02
0.19320,47.71,,8.13
0.19330,47.17,,8.10
0.19340,46.66,,8.13
0.19350,46.17,,8.27
0.19360,45.69,,8.13
0.19370,45.23,,8.13
0.19380,44.76,,8.02
0.19390,44.32,,8.13
0.19400,43.94,,8.27
0.19410,43.62,,8.21
0.19420,43.38,,8.10
0.19430,43.14,,7.97
0.19440,42.86,,7.94
0.19450,42.57,,8.05
0.19460,42.33,,8.19
0.19470,42.16,,8.30
0.19480,42.02,,8.13
0.19490,41.91,,8.02
0.19500,41.82,,7.89
0.19510,41.77,,8.02
0.19520,41.76,,8.13
0.19530,41.79,,8.19
0.19540,41.83,,8.05
0.19550,41.87,,8.02
0.19560,41.94,,7.97
0.19570,42.08,,7.97
0.19580,42.31,,8.02
0.19590,42.59,,8.05
0.19600,42.89,,7.94
0.19610,43.18,,7.97
0.19620,43.46,,7.94
0.19630,43.73,,7.97
0.19640,43.99,,8.02
0.19650,44.28,,8.05
0.19660,44.59,,8.02
0.19670,44.91,,7.81
0.19680,45.21,,7.81
0.19690,45.44,,7.79
0.19700,45.63,,7.89
0.19710,45.84,,7.94
0.19720,46.02,,7.89
0.19730,46.17,,7.86
0.19740,46.24,,7.81
0.19750,46.26,,7.79
0.19760,46.28,,7.81
0.19770,46.34,,7.81
0.19780,46.40,,7.71
0.19790,46.47,,7.66
0.19800,46.50,,7.64
0.19810,46.55,,7.74
0.19820,46.63,,7.94
0.19830,46.75,,7.74
0.19840,46.90,,7.64
0.19850,47.05,,7.52
0.19860,47.19,,7.49
0.19870,47.34,,7.59
0.19880,47.44,,7.66
0.19890,47.51,,7.79
0.19900,47.60,,7.59
0.19910,47.72,,7.49
0.19920,47.83,,7.45
