桩号(km),左高程(mm),右高程(mm),速度(m/s)
0.39890,68.22,,8.47
0.39900,68.43,,8.36
0.39910,68.64,,8.21
0.39920,68.85,,8.19
0.39930,69.05,,8.30
0.39940,69.24,,8.30
0.39950,69.41,,8.27
0.39960,69.57,,8.21
0.39970,69.71,,8.19
0.39980,69.83,,8.05
0.39990,69.93,,8.27
0.40000,70.00,,8.21
0.40010,70.04,,8.02
0.40020,70.03,,7.89
0.40030,69.95,,8.02
0.40040,69.81,,8.13
0.40050,69.61,,8.30
0.40060,69.40,,8.10
0.40070,69.15,,7.89
0.40080,68.88,,7.79
0.40090,68.57,,7.74
0.40100,68.19,,7.79
0.40110,67.76,,7.89
0.40120,67.29,,7.94
0.40130,66.84,,7.89
0.40140,66.41,,7.74
0.40150,66.04,,7.64
0.40160,65.66,,7.59
0.40170,65.25,,7.64
0.40180,64.87,,7.81
0.40190,64.51,,7.64
0.40200,64.17,,7.52
0.40210,63.80,,7.49
0.40220,63.42,,7.45
0.40230,63.10,,7.64
0.40240,62.77,,7.45
0.40250,62.41,,7.32
0.40260,61.99,,7.35
0.40270,61.58,,7.52
0.40280,61.25,,7.49
0.40290,60.97,,7.32
0.40300,60.68,,7.15
0.40310,60.38,,7.06
0.40320,60.07,,7.22
0.40330,59.78,,7.25
0.40340,59.53,,7.29
0.40350,59.31,,7.06
0.40360,59.05,,7.06
0.40370,58.77,,7.09
0.40380,58.52,,7.06
0.40390,58.30,,6.85
0.40400,58.12,,6.94
0.40410,57.97,,6.85
0.40420,57.82,,6.82
0.40430,57.66,,6.85
0.40440,57.49,,6.82
0.40450,57.30,,6.82
0.40460,57.10,,6.73
0.40470,56.87,,6.71
0.40480,56.64,,6.67
0.40490,56.43,,6.54
0.40500,56.17,,6.51
0.40510,55.84,,6.54
0.40520,55.47,,6.56
0.40530,55.14,,6.60
0.40540,54.85,,6.35
0.40550,54.57,,6.34
0.40560,54.30,,6.29
0.40570,54.05,,6.30
0.40580,53.78,,6.39
0.40590,53.58,,6.40
0.40600,53.47,,6.19
0.40610,53.46,,6.11
0.40620,53.49,,6.10
0.40630,53.54,,6.02
0.40640,53.59,,6.10
0.40650,53.72,,6.10
0.40660,53.92,,5.93
0.40670,54.17,,5.92
0.40680,54.45,,5.93
0.40690,54.71,,5.83
0.40700,54.94,,5.88
0.40710,55.17,,5.79
0.40720,55.42,,5.67
0.40730,55.64,,5.75
0.40740,55.84,,5.71
0.40750,56.04,,5.55
0.40760,56.20,,5.51
0.40770,56.30,,5.59
0.40780,56.43,,5.59
0.40790,56.55,,5.44
0.40800,56.61,,5.37
0.40810,56.68,,5.37
0.40820,56.72,,5.29
0.40830,56.72,,5.22
0.40840,56.69,,5.23
0.40850,56.65,,5.23
0.40860,56.66,,5.16
0.40870,56.70,,5.03
0.40880,56.78,,4.96
0.40890,56.82,,4.97
0.40900,56.84,,4.90
0.40910,56.93,,4.85
0.40920,57.07,,4.84
0.40930,57.19,,4.79
0.40940,57.31,,4.67
0.40950,57.43,,4.68
0.40960,57.50,,4.57
0.40970,57.52,,4.51
0.40980,57.53,,4.47
0.40990,57.52,,4.41
0.41000,57.51,,4.42
0.41010,57.61,,4.41
0.41020,57.74,,4.28
0.41030,57.86,,4.22
0.41040,57.96,,4.15
0.41050,58.01,,4.11
0.41060,58.03,,4.14
0.41070,58.09,,3.98
0.41080,58.15,,3.93
0.41090,58.33,,3.87
0.41100,58.56,,3.86
0.41110,58.78,,3.80
0.41120,59.05,,3.78
0.41130,59.31,,3.63
0.41140,59.54,,3.68
0.41150,59.69,,3.53
0.41160,59.64,,3.56
0.41170,59.47,,3.42
0.41180,59.24,,3.44
0.41190,58.99,,3.37
0.41200,58.76,,3.30
0.41210,58.56,,3.23
0.41220,58.43,,3.25
0.41230,58.32,,3.15
0.41240,58.29,,3.07
0.41250,58.34,,3.07
0.41260,58.50,,2.99
0.41270,58.76,,2.89
0.41280,59.00,,2.90
0.41290,59.31,,2.81
0.41300,59.78,,2.76
0.41310,60.41,,2.70
0.41320,61.03,,2.68
0.41330,61.46,,2.58
0.41340,61.68,,2.53
0.41350,61.87,,2.50
0.41360,62.17,,2.41
0.41370,62.52,,2.35
0.41380,62.82,,2.30
0.41390,62.95,,2.22
0.41400,62.90,,2.19
0.41410,62.77,,2.08
0.41420,62.62,,2.03
0.41430,62.56,,1.96
0.41440,62.50,,1.88
0.41450,62.36,,1.80
0.41460,62.32,,1.73
0.41470,62.60,,1.63
0.41480,63.02,,1.57
0.41490,63.34,,1.49
0.41500,63.43,,1.40
0.41510,63.20,,1.32
0.41520,62.71,,1.24
0.41530,62.17,,1.18
0.41540,61.55,,1.11
0.41550,27.62,,1.03
0.41560,26.36,,0.94
0.41570,26.34,,0.86
0.41580,27.32,,0.76
0.41590,28.78,,0.65
0.41600,28.92,,0.52
0.41610,27.31,,0.35
0.41620,27.66,,0.01
0.41630,27.39,,0.21
0.41640,27.66,,0.32
0.41650,27.98,,0.41
0.41660,27.84,,0.48
0.41670,27.80,,0.53
0.41680,27.90,,0.58
0.41690,28.24,,0.63
0.41700,28.13,,0.68
0.41710,28.04,,0.72
0.41720,28.15,,0.77
0.41730,28.33,,0.81
0.41740,28.27,,0.86
0.41750,27.84,,0.90
0.41760,27.65,,0.94
0.41770,27.40,,0.98
0.41780,27.06,,1.01
0.41790,27.24,,1.04
0.41800,27.84,,1.06
0.41810,28.26,,1.10
0.41820,28.16,,1.13
0.41830,27.90,,1.15
0.41840,27.72,,1.18
0.41850,27.59,,1.20
0.41860,27.61,,1.22
0.41870,27.85,,1.25
0.41880,28.26,,1.26
0.41890,28.59,,1.28
0.41900,28.52,,1.30
0.41910,28.20,,1.31
0.41920,27.96,,1.33
0.41930,27.91,,1.34
0.41940,27.90,,1.36
0.41950,27.75,,1.37
0.41960,27.47,,1.38
0.41970,27.22,,1.39
0.41980,27.13,,1.40
0.41990,27.49,,1.42
0.42000,28.33,,1.46
0.42010,29.16,,1.51
0.42020,29.72,,1.57
0.42030,29.97,,1.62
0.42040,29.91,,1.68
0.42050,29.53,,1.73
0.42060,28.98,,1.79
0.42070,28.51,,1.85
0.42080,28.28,,1.89
0.42090,28.18,,1.94
0.42100,28.08,,1.99
0.42110,27.83,,2.02
0.42120,27.32,,2.08
0.42130,26.69,,2.10
0.42140,26.09,,2.11
0.42150,25.50,,2.15
0.42160,24.93,,2.16
0.42170,24.49,,2.16
0.42180,24.29,,2.20
0.42190,24.43,,2.17
0.42200,24.87,,2.19
0.42210,25.36,,2.17
0.42220,25.73,,2.19
0.42230,25.92,,2.18
0.42240,25.94,,2.18
0.42250,25.75,,2.19
0.42260,25.43,,2.19
0.42270,25.10,,2.19
0.42280,24.80,,2.16
0.42290,24.58,,2.20
0.42300,24.48,,2.18
0.42310,24.52,,2.18
0.42320,24.56,,2.18
0.42330,24.38,,2.16
0.42340,24.10,,2.17
0.42350,23.96,,2.18
0.42360,24.02,,2.18
0.42370,24.34,,2.15
0.42380,24.69,,2.14
0.42390,24.83,,2.16
0.42400,24.75,,2.13
0.42410,24.59,,2.13
0.42420,24.61,,2.12
0.42430,24.93,,2.10
0.42440,25.43,,2.12
0.42450,25.78,,2.11
0.42460,25.90,,2.10
0.42470,25.87,,2.15
0.42480,25.97,,2.13
0.42490,26.24,,2.16
0.42500,26.61,,2.22
0.42510,27.00,,2.26
0.42520,27.40,,2.31
0.42530,27.91,,2.37
0.42540,28.42,,2.45
0.42550,28.78,,2.50
0.42560,28.84,,2.53
0.42570,28.68,,2.63
0.42580,28.36,,2.65
0.42590,28.12,,2.76
0.42600,28.09,,2.79
0.42610,28.38,,2.82
0.42620,28.80,,2.89
0.42630,29.32,,2.96
0.42640,29.80,,2.98
0.42650,30.23,,3.05
0.42660,30.66,,3.10
0.42670,30.99,,3.19
0.42680,31.25,,3.18
0.42690,31.39,,3.25
0.42700,31.43,,3.37
0.42710,31.42,,3.33
0.42720,31.34,,3.39
0.42730,31.27,,3.50
0.42740,31.23,,3.48
0.42750,31.19,,3.53
0.42760,31.18,,3.69
0.42770,31.24,,3.55
0.42780,31.36,,3.69
0.42790,31.50,,3.78
0.42800,31.58,,3.76
0.42810,31.62,,3.82
0.42820,31.57,,3.83
0.42830,31.49,,3.89
0.42840,31.33,,4.02
0.42850,31.09,,3.87
0.42860,30.73,,4.01
0.42870,30.42,,4.15
0.42880,30.28,,4.05
0.42890,30.11,,4.06
0.42900,29.95,,4.27
0.42910,29.80,,4.19
0.42920,29.56,,4.18
0.42930,29.30,,4.28
0.42940,29.02,,4.36
0.42950,28.82,,4.33
0.42960,28.76,,4.42
0.42970,28.75,,4.41
0.42980,28.71,,4.37
0.42990,28.71,,4.62
0.43000,28.71,,4.57
0.43010,28.68,,4.46
0.43020,28.56,,4.57
0.43030,28.36,,4.78
0.43040,28.28,,4.63
0.43050,28.43,,4.62
0.43060,28.65,,4.63
0.43070,28.88,,4.85
0.43080,29.14,,4.90
0.43090,29.46,,4.79
0.43100,29.77,,4.73
0.43110,29.98,,4.97
0.43120,30.08,,4.78
0.43130,30.08,,4.85
0.43140,30.06,,5.22
0.43150,30.09,,5.09
0.43160,30.11,,4.73
0.43170,29.96,,4.84
0.43180,29.81,,5.29
0.43190,29.67,,5.16
0.43200,29.47,,4.97
0.43210,29.21,,5.16
0.43220,28.99,,5.29
0.43230,28.71,,5.03
0.43240,28.38,,5.03
0.43250,28.02,,5.22
0.43260,27.65,,5.37
0.43270,27.31,,5.29
0.43280,27.05,,5.16
0.43290,26.79,,5.03
0.43300,26.55,,5.37
0.43310,26.39,,5.67
0.43320,26.33,,5.44
0.43330,26.20,,4.91
0.43340,25.94,,5.22
0.43350,25.75,,5.75
0.43360,25.63,,5.67
0.43370,25.39,,5.16
0.43380,25.17,,5.37
0.43390,25.03,,5.59
0.43400,24.86,,5.51
0.43410,24.62,,5.37
0.43420,24.38,,5.59
0.43430,24.21,,5.59
0.43440,23.98,,5.59
0.43450,23.73,,5.59
0.43460,23.51,,5.51
0.43470,23.34,,5.75
0.43480,23.28,,5.59
0.43490,23.28,,5.67
0.43500,23.32,,5.67
0.43510,23.39,,5.83
0.43520,23.54,,5.67
0.43530,23.71,,5.75
0.43540,23.95,,5.75
0.43550,24.25,,5.79
0.43560,24.60,,5.87
0.43570,24.95,,5.88
0.43580,25.28,,5.87
0.43590,25.55,,5.75
0.43600,25.76,,5.83
0.43610,25.95,,6.06
0.43620,26.10,,5.96
0.43630,26.21,,5.93
0.43640,26.31,,6.01
0.43650,26.41,,6.11
0.43660,26.49,,6.01
0.43670,26.49,,6.01
0.43680,26.45,,6.11
0.43690,26.46,,6.10
0.43700,26.47,,6.11
0.43710,26.43,,6.10
0.43720,26.33,,6.20
0.43730,26.27,,6.19
0.43740,26.26,,6.11
0.43750,26.25,,6.10
0.43760,26.27,,6.29
0.43770,26.30,,6.30
0.43780,26.37,,6.29
0.43790,26.49,,6.20
0.43800,26.70,,6.29
0.43810,26.99,,6.35
0.43820,27.28,,6.44
0.43830,27.58,,6.25
0.43840,27.92,,6.34
0.43850,28.27,,6.35
0.43860,28.64,,6.44
0.43870,28.99,,6.39
0.43880,29.41,,6.30
0.43890,29.90,,6.49
0.43900,30.43,,6.51
0.43910,30.93,,6.49
0.43920,31.46,,6.40
0.43930,32.01,,6.49
0.43940,32.63,,6.51
0.43950,33.39,,6.65
0.43960,34.15,,6.54
0.43970,34.89,,6.51
0.43980,35.60,,6.49
0.43990,36.28,,6.67
0.44000,36.95,,6.65
0.44010,37.63,,6.67
0.44020,38.28,,6.60
0.44030,38.83,,6.67
0.44040,39.32,,6.82
0.44050,39.73,,6.73
0.44060,40.08,,6.76
0.44070,40.39,,6.76
0.44080,40.66,,6.62
0.44090,40.88,,6.76
0.44100,40.99,,6.97
0.44110,41.06,,6.88
0.44120,41.07,,6.79
0.44130,41.02,,6.76
0.44140,40.87,,6.97
0.44150,40.67,,7.06
0.44160,40.47,,6.82
0.44170,40.22,,6.79
0.44180,39.91,,6.88
0.44190,39.56,,7.09
0.44200,39.20,,7.06
0.44210,38.89,,6.97
0.44220,38.61,,6.94
0.44230,38.31,,6.91
0.44240,37.97,,7.12
0.44250,37.64,,7.09
0.44260,37.32,,7.06
0.44270,37.00,,7.00
0.44280,36.67,,7.09
0.44290,36.35,,7.12
0.44300,36.05,,7.09
0.44310,35.78,,6.94
0.44320,35.59,,7.09
0.44330,35.44,,7.19
0.44340,35.34,,7.22
0.44350,35.28,,7.12
0.44360,35.23,,7.12
0.44370,35.22,,7.09
0.44380,35.23,,7.19
0.44390,35.27,,7.29
0.44400,35.35,,7.12
0.44410,35.44,,7.09
0.44420,35.53,,7.32
0.44430,35.59,,7.29
0.44440,35.64,,7.25
0.44450,35.67,,7.09
0.44460,35.66,,7.19
0.44470,35.62,,7.32
0.44480,35.59,,7.22
0.44490,35.54,,7.19
0.44500,35.43,,7.22
0.44510,35.25,,7.32
0.44520,35.05,,7.49
0.44530,34.82,,7.32
0.44540,34.53,,7.22
0.44550,34.16,,7.06
0.44560,33.77,,7.25
0.44570,33.38,,7.42
0.44580,32.97,,7.45
0.44590,32.51,,7.35
0.44600,31.97,,7.19
0.44610,31.33,,7.35
0.44620,30.71,,7.45
0.44630,30.16,,7.35
0.44640,29.68,,7.19
0.44650,29.23,,7.22
0.44660,28.78,,7.52
0.44670,28.35,,7.45
0.44680,27.95,,7.42
0.44690,27.54,,7.32
0.44700,27.08,,7.29
0.44710,26.61,,7.38
0.44720,26.17,,7.49
0.44730,25.74,,7.38
0.44740,25.29,,7.22
0.44750,24.83,,7.25
0.44760,24.39,,7.59
0.44770,23.99,,7.64
0.44780,23.59,,7.32
0.44790,23.16,,7.22
0.44800,22.69,,7.32
0.44810,22.24,,7.49
0.44820,21.86,,7.59
0.44830,21.55,,7.49
0.44840,21.23,,7.32
0.44850,20.87,,7.35
0.44860,20.53,,7.45
0.44870,20.26,,7.59
0.44880,20.01,,7.56
0.44890,19.77,,7.52
0.44900,19.55,,7.42
0.44910,19.38,,7.38
0.44920,19.24,,7.42
0.44930,19.11,,7.45
0.44940,18.96,,7.64
0.44950,18.80,,7.66
0.44960,18.63,,7.59
0.44970,18.42,,7.49
0.44980,18.14,,7.32
0.44990,17.82,,7.56
0.45000,17.52,,7.66
0.45010,17.24,,7.64
0.45020,16.93,,7.59
0.45030,16.56,,7.42
0.45040,16.17,,7.59
0.45050,15.80,,7.71
0.45060,15.51,,7.66
0.45070,15.29,,7.66
0.45080,15.11,,7.49
0.45090,14.95,,7.52
0.45100,14.82,,7.56
0.45110,14.73,,7.74
0.45120,14.69,,7.79
0.45130,14.69,,7.66
0.45140,14.78,,7.56
0.45150,14.91,,7.59
0.45160,15.03,,7.74
0.45170,15.15,,7.71
0.45180,15.32,,7.74
0.45190,15.52,,7.64
0.45200,15.76,,7.59
0.45210,16.03,,7.56
0.45220,16.29,,7.74
0.45230,16.54,,7.71
0.45240,16.78,,7.74
0.45250,17.04,,7.86
0.45260,17.35,,7.74
0.45270,17.73,,7.59
0.45280,18.12,,7.64
0.45290,18.47,,7.74
0.45300,18.77,,7.79
0.45310,19.10,,7.81
0.45320,19.44,,7.71
0.45330,19.77,,7.59
0.45340,20.05,,7.71
0.45350,20.29,,7.74
0.45360,20.51,,7.81
0.45370,20.74,,7.79
0.45380,20.95,,7.89
0.45390,21.14,,7.79
0.45400,21.22,,7.81
0.45410,21.18,,7.71
0.45420,21.12,,7.74
0.45430,21.02,,7.79
0.45440,20.91,,7.89
0.45450,20.80,,7.94
0.45460,20.63,,7.74
0.45470,20.47,,7.74
0.45480,20.30,,7.79
0.45490,20.15,,7.89
0.45500,20.04,,7.86
0.45510,19.94,,7.81
0.45520,19.79,,7.86
0.45530,19.69,,7.81
0.45540,19.63,,7.86
0.45550,19.68,,7.81
0.45560,19.78,,7.81
0.45570,19.90,,7.86
0.45580,20.01,,7.89
0.45590,20.14,,7.94
0.45600,20.28,,7.81
0.45610,20.47,,7.86
0.45620,20.72,,7.89
0.45630,21.03,,7.86
0.45640,21.40,,7.81
0.45650,21.76,,7.79
0.45660,22.10,,7.89
0.45670,22.49,,7.97
0.45680,22.92,,7.94
0.45690,23.45,,7.81
0.45700,24.03,,7.79
0.45710,24.55,,7.89
0.45720,25.04,,7.94
0.45730,25.52,,8.13
0.45740,26.03,,7.86
0.45750,26.52,,7.74
0.45760,26.98,,7.71
0.45770,27.37,,7.81
0.45780,27.75,,7.97
0.45790,28.10,,8.10
0.45800,28.45,,8.05
0.45810,28.81,,7.86
0.45820,29.16,,7.81
0.45830,29.48,,7.79
0.45840,29.74,,7.89
0.45850,29.97,,8.02
0.45860,30.22,,8.05
0.45870,30.43,,7.89
0.45880,30.55,,7.79
0.45890,30.56,,7.97
0.45900,30.52,,7.94
0.45910,30.45,,7.97
0.45920,30.37,,7.94
0.45930,30.23,,7.89
0.45940,30.07,,7.94
0.45950,29.85,,7.97
0.45960,29.65,,8.10
0.45970,29.47,,7.89
0.45980,29.29,,7.81
0.45990,29.13,,7.94
0.46000,28.99,,8.05
0.46010,28.86,,8.10
0.46020,28.76,,7.97
0.46030,28.70,,7.86
0.46040,28.66,,7.89
0.46050,28.63,,7.94
0.46060,28.62,,8.13
0.46070,28.67,,7.97
0.46080,28.75,,7.94
0.46090,28.85,,7.89
0.46100,28.96,,8.02
0.46110,29.10,,8.13
0.46120,29.21,,7.94
0.46130,29.29,,7.97
0.46140,29.34,,7.86
0.46150,29.40,,7.97
0.46160,29.51,,8.02
0.46170,29.66,,8.13
0.46180,29.83,,8.05
0.46190,30.01,,7.94
0.46200,30.22,,7.97
0.46210,30.42,,7.94
0.46220,30.67,,8.05
0.46230,30.94,,8.19
0.46240,31.23,,8.05
0.46250,31.51,,8.02
0.46260,31.78,,7.89
0.46270,32.09,,8.05
0.46280,32.43,,8.10
0.46290,32.79,,8.13
0.46300,33.12,,8.02
0.46310,33.38,,7.89
0.46320,33.62,,8.02
0.46330,33.86,,8.13
0.46340,34.16,,8.19
0.46350,34.51,,8.13
0.46360,34.86,,7.94
0.46370,35.16,,7.97
0.46380,35.44,,7.97
0.46390,35.70,,8.19
0.46400,35.98,,8.21
0.46410,36.25,,8.10
0.46420,36.51,,8.05
0.46430,36.74,,8.02
0.46440,36.93,,8.05
0.46450,37.07,,8.10
0.46460,37.18,,8.21
0.46470,37.25,,8.13
0.46480,37.29,,8.10
0.46490,37.30,,7.97
0.46500,37.28,,8.10
0.46510,37.22,,8.05
0.46520,37.13,,8.19
0.46530,37.05,,8.21
0.46540,36.96,,8.19
0.46550,36.88,,8.05
0.46560,36.77,,7.94
0.46570,36.61,,8.13
0.46580,36.42,,8.30
0.46590,36.21,,8.19
0.46600,36.01,,8.13
0.46610,35.75,,8.02
0.46620,35.47,,8.13
0.46630,35.15,,8.10
0.46640,34.83,,8.13
0.46650,34.49,,8.10
0.46660,34.11,,8.13
0.46670,33.73,,8.13
0.46680,33.37,,8.19
0.46690,33.03,,8.21
0.46700,32.68,,8.02
0.46710,32.31,,8.05
0.46720,31.95,,8.10
0.46730,31.65,,8.21
0.46740,31.41,,8.19
0.46750,31.21,,8.05
0.46760,31.03,,8.10
0.46770,30.88,,8.13
0.46780,30.79,,8.21
0.46790,30.74,,8.19
0.46800,30.70,,8.21
0.46810,30.69,,8.10
0.46820,30.71,,8.13
0.46830,30.70,,8.02
0.46840,30.68,,8.05
0.46850,30.62,,8.19
0.46860,30.58,,8.21
0.46870,30.59,,8.21
0.46880,30.63,,8.10
0.46890,30.65,,8.05
0.46900,30.67,,8.19
0.46910,30.68,,8.13
0.46920,30.72,,8.19
0.46930,30.80,,8.13
0.46940,30.91,,8.02
0.46950,31.02,,8.13
0.46960,31.13,,8.19
0.46970,31.25,,8.13
0.46980,31.39,,8.21
0.46990,31.54,,8.10
0.47000,31.74,,8.13
0.47010,32.01,,8.10
0.47020,32.27,,8.05
0.47030,32.53,,8.10
0.47040,32.81,,8.05
0.47050,33.10,,8.27
0.47060,33.40,,8.21
0.47070,33.72,,8.05
0.47080,34.03,,8.02
0.47090,34.32,,8.13
0.47100,34.59,,8.10
0.47110,34.87,,8.21
0.47120,35.18,,8.19
0.47130,35.54,,8.05
0.47140,35.88,,8.02
0.47150,36.19,,8.13
0.47160,36.46,,8.10
0.47170,36.71,,8.13
0.47180,36.93,,8.21
0.47190,37.10,,8.10
0.47200,37.21,,8.05
0.47210,37.29,,7.94
0.47220,37.35,,8.13
0.47230,37.41,,8.19
0.47240,37.46,,8.21
0.47250,37.47,,8.10
0.47260,37.45,,8.05
0.47270,37.32,,8.05
0.47280,37.16,,8.10
0.47290,36.97,,8.21
0.47300,36.80,,8.19
0.47310,36.63,,7.97
0.47320,36.40,,7.94
0.47330,36.11,,8.13
0.47340,35.79,,8.19
0.47350,35.45,,8.30
0.47360,35.12,,8.10
0.47370,34.74,,8.05
0.47380,34.33,,7.97
0.47390,33.88,,8.10
0.47400,33.41,,8.05
0.47410,32.89,,8.10
0.47420,32.32,,8.13
0.47430,31.72,,8.10
0.47440,31.11,,8.13
0.47450,30.48,,8.10
0.47460,29.88,,8.05
0.47470,29.30,,8.05
0.47480,28.76,,8.10
0.47490,28.22,,8.13
0.47500,27.68,,8.10
0.47510,27.17,,7.97
0.47520,26.66,,8.10
0.47530,26.19,,8.21
0.47540,25.74,,8.10
0.47550,25.32,,8.13
0.47560,24.92,,8.02
0.47570,24.58,,7.97
0.47580,24.26,,7.97
0.47590,23.97,,8.10
0.47600,23.67,,8.05
0.47610,23.38,,8.10
0.47620,23.11,,8.21
0.47630,22.87,,8.10
0.47640,22.65,,8.05
0.47650,22.43,,7.94
0.47660,22.21,,7.89
0.47670,21.99,,8.13
0.47680,21.77,,8.19
0.47690,21.58,,8.05
0.47700,21.43,,7.94
0.47710,21.29,,8.05
0.47720,21.19,,8.02
0.47730,21.13,,8.13
0.47740,21.11,,8.10
0.47750,21.08,,7.97
0.47760,21.01,,7.94
0.47770,21.01,,7.97
0.47780,21.05,,8.13
0.47790,21.11,,8.02
0.47800,21.10,,7.97
0.47810,21.07,,8.02
0.47820,21.04,,8.05
0.47830,21.10,,8.10
0.47840,21.21,,7.89
0.47850,21.33,,7.94
0.47860,21.41,,8.05
0.47870,21.49,,8.05
0.47880,21.61,,7.94
0.47890,21.76,,7.97
0.47900,21.92,,8.02
0.47910,22.06,,8.05
0.47920,22.24,,8.10
0.47930,22.47,,7.97
0.47940,22.76,,7.86
0.47950,23.06,,7.89
0.47960,23.37,,7.94
0.47970,23.72,,8.05
0.47980,24.06,,8.05
0.47990,24.42,,7.94
0.48000,24.73,,7.89
0.48010,25.05,,7.94
0.48020,25.37,,8.05
0.48030,25.69,,8.02
0.48040,25.97,,7.89
0.48050,26.25,,7.71
0.48060,26.49,,7.89
0.48070,26.71,,7.97
0.48080,26.90,,8.10
0.48090,27.06,,8.13
0.48100,27.21,,8.02
0.48110,27.32,,7.81
0.48120,27.42,,7.64
0.48130,27.48,,7.89
0.48140,27.51,,8.10
0.48150,27.55,,8.05
0.48160,27.61,,7.94
0.48170,27.66,,7.74
0.48180,27.71,,7.89
0.48190,27.76,,7.94
0.48200,27.81,,8.05
0.48210,27.83,,7.94
0.48220,27.80,,7.89
0.48230,27.74,,7.79
0.48240,27.66,,7.89
0.48250,27.58,,7.94
0.48260,27.44,,7.89
0.48270,27.28,,8.05
0.48280,27.08,,7.79
0.48290,26.88,,7.89
0.48300,26.70,,7.94
0.48310,26.57,,7.81
0.48320,26.46,,7.86
0.48330,26.29,,7.89
0.48340,26.08,,7.86
0.48350,25.85,,7.81
0.48360,25.66,,7.94
0.48370,25.45,,7.89
0.48380,25.22,,7.89
0.48390,25.00,,7.94
0.48400,24.75,,7.74
0.48410,24.49,,7.94
0.48420,24.28,,7.74
0.48430,24.06,,7.86
0.48440,23.86,,7.89
0.48450,23.59,,7.86
0.48460,23.26,,7.89
0.48470,22.93,,7.86
0.48480,22.62,,7.97
0.48490,22.37,,7.74
0.48500,22.08,,7.79
0.48510,21.76,,7.74
0.48520,21.35,,7.79
0.48530,20.95,,7.81
0.48540,20.56,,7.94
0.48550,20.22,,8.05
0.48560,19.91,,7.86
0.48570,19.58,,7.74
0.48580,19.27,,7.74
0.48590,18.96,,7.79
0.48600,18.56,,7.74
0.48610,18.03,,7.79
0.48620,17.50,,7.89
0.48630,17.01,,7.94
0.48640,16.64,,7.81
0.48650,16.32,,7.79
0.48660,16.10,,7.81
0.48670,15.92,,7.79
0.48680,15.80,,7.74
0.48690,15.67,,7.89
0.48700,15.54,,7.71
0.48710,15.34,,7.66
0.48720,15.10,,7.71
0.48730,14.83,,7.89
0.48740,14.55,,7.94
0.48750,14.30,,7.89
0.48760,14.02,,7.56
0.48770,13.76,,7.59
0.48780,13.54,,7.74
0.48790,13.36,,7.79
0.48800,13.20,,7.81
0.48810,13.03,,7.86
0.48820,12.88,,7.74
0.48830,12.73,,7.79
0.48840,12.62,,7.81
0.48850,12.56,,7.64
0.48860,12.49,,7.66
0.48870,12.41,,7.64
0.48880,12.33,,7.74
0.48890,12.29,,7.81
0.48900,12.33,,7.71
0.48910,12.42,,7.59
0.48920,12.50,,7.79
0.48930,12.59,,7.74
0.48940,12.71,,7.79
0.48950,12.90,,7.66
0.48960,13.09,,7.56
0.48970,13.28,,7.66
0.48980,13.46,,7.66
0.48990,13.63,,7.71
0.49000,13.85,,7.66
0.49010,14.09,,7.64
0.49020,14.39,,7.74
0.49030,14.73,,7.64
0.49040,15.08,,7.66
0.49050,15.43,,7.71
0.49060,15.78,,7.59
0.49070,16.13,,7.64
0.49080,16.50,,7.59
0.49090,16.85,,7.59
0.49100,17.17,,7.64
0.49110,17.48,,7.74
0.49120,17.84,,7.56
0.49130,18.21,,7.59
0.49140,18.59,,7.56
0.49150,18.97,,7.59
0.49160,19.39,,7.64
0.49170,19.82,,7.59
0.49180,20.23,,7.59
0.49190,20.60,,7.49
0.49200,20.93,,7.66
0.49210,21.25,,7.71
0.49220,21.58,,7.59
0.49230,21.90,,7.35
0.49240,22.17,,7.45
0.49250,22.41,,7.56
0.49260,22.62,,7.66
0.49270,22.82,,7.64
0.49280,23.00,,7.45
0.49290,23.14,,7.52
0.49300,23.30,,7.56
0.49310,23.47,,7.66
0.49320,23.64,,7.49
0.49330,23.79,,7.38
0.49340,23.92,,7.49
0.49350,24.04,,7.45
0.49360,24.22,,7.56
0.49370,24.40,,7.52
0.49380,24.58,,7.45
0.49390,24.77,,7.49
0.49400,24.95,,7.45
0.49410,25.19,,7.56
0.49420,25.44,,7.52
0.49430,25.72,,7.49
0.49440,25.98,,7.32
0.49450,26.23,,7.49
0.49460,26.46,,7.45
0.49470,26.66,,7.42
0.49480,26.86,,7.52
0.49490,27.10,,7.45
0.49500,27.40,,7.35
0.49510,27.71,,7.32
0.49520,27.99,,7.35
0.49530,28.22,,7.45
0.49540,28.46,,7.64
0.49550,28.71,,7.45
0.49560,28.98,,7.22
0.49570,29.23,,7.38
0.49580,29.48,,7.38
0.49590,29.76,,7.35
0.49600,30.08,,7.45
0.49610,30.39,,7.35
0.49620,30.68,,7.32
0.49630,30.97,,7.35
0.49640,31.29,,7.38
0.49650,31.61,,7.35
0.49660,31.95,,7.32
0.49670,32.30,,7.35
0.49680,32.66,,7.32
0.49690,32.99,,7.32
0.49700,33.30,,7.29
0.49710,33.56,,7.25
0.49720,33.81,,7.29
0.49730,34.00,,7.38
0.49740,34.20,,7.29
0.49750,34.38,,7.32
0.49760,34.52,,7.22
0.49770,34.67,,7.32
0.49780,34.83,,7.32
0.49790,35.01,,7.15
0.49800,35.17,,7.25
0.49810,35.33,,7.22
0.49820,35.49,,7.32
0.49830,35.68,,7.22
0.49840,35.91,,7.19
0.49850,36.14,,7.22
0.49860,36.36,,7.25
